college_id,college_name,division,gender_program,website,soccer_program_url
3818,Davidson,D1,womens,,
3561,Davidson College,D1,mens,,
3819,Dayton,D1,womens,,
3823,DePaul,D1,womens,,
3820,Delaware,D1,womens,,
3821,Delaware State,D1,womens,,
3822,Denver,D1,womens,,
3824,Detroit Mercy,D1,womens,,
3825,Drake,D1,womens,,
3680,Drake University,D1,mens,,
3826,Drexel,D1,womens,,
3637,Drexel University,D1,mens,,
3827,Duke,D1,womens,,
3828,Duquesne,D1,womens,,
3563,Duquesne University,D1,mens,,
3829,East Carolina,D1,womens,,
3830,East Tennessee State,D1,womens,,
3724,East Tennessee State University,D1,mens,,
3831,East Texas A&M,D1,womens,,
3832,Eastern Illinois,D1,womens,,
3699,Eastern Illinois University,D1,mens,,
3833,Eastern Kentucky,D1,womens,,
3834,Eastern Michigan,D1,womens,,
3835,Eastern Washington,D1,womens,,
3836,Elon,D1,womens,,
3638,Elon University,D1,mens,,
3837,Evansville,D1,womens,,
3840,FIU,D1,womens,,
3838,Fairfield,D1,womens,,
3665,Fairfield University,D1,mens,,
3839,Fairleigh Dickinson,D1,womens,,
3692,Fairleigh Dickinson University,D1,mens,,
3841,Florida,D1,womens,,
3842,Florida Atlantic,D1,womens,,
3553,Florida Atlantic University,D1,mens,,
3843,Florida Gulf Coast,D1,womens,,
3591,Florida Gulf Coast University,D1,mens,,
3554,Florida International University,D1,mens,,
3844,Florida State,D1,womens,,
3845,Fordham,D1,womens,,
3846,Fresno State,D1,womens,,
3847,Furman,D1,womens,,
3725,Furman University,D1,mens,,
3848,Gardner–Webb,D1,womens,,
3609,Gardner–Webb University,D1,mens,,
3849,George Mason,D1,womens,,
3850,George Washington,D1,womens,,
3851,Georgetown,D1,womens,,
3852,Georgia,D1,womens,,
24,Georgia Institute of Technology,D1,mens,https://ramblinwreck.com,
25,Georgia Institute of Technology,D1,womens,https://ramblinwreck.com,
3853,Georgia Southern,D1,womens,,
3738,Georgia Southern University,D1,mens,,
3854,Georgia State,D1,womens,,
3739,Georgia State University,D1,mens,,
3855,Gonzaga,D1,womens,,
3856,Grambling State,D1,womens,,
3857,Grand Canyon,D1,womens,,
3685,Grand Canyon University,D1,mens,,
3858,Green Bay,D1,womens,,
3859,Hampton,D1,womens,,
3860,Harvard,D1,womens,,
3660,Harvard University,D1,mens,,
3861,Hawaii,D1,womens,,
3862,High Point,D1,womens,,
3610,High Point University,D1,mens,,
3863,Hofstra,D1,womens,,
3639,Hofstra University,D1,mens,,
3864,Holy Cross,D1,womens,,
3865,Houston,D1,womens,,
3866,Houston Christian,D1,womens,,
3700,Houston Christian University,D1,mens,,
3867,Howard,D1,womens,,
3693,Howard University,D1,mens,,
3878,IU Indy,D1,womens,,
3868,Idaho,D1,womens,,
3869,Idaho State,D1,womens,,
3870,Illinois,D1,womens,,
3871,Illinois State,D1,womens,,
3872,Incarnate Word,D1,womens,,
3873,Indiana,D1,womens,,
3874,Indiana State,D1,womens,,
3617,Indiana University Bloomington,D1,mens,,
3648,Indiana University Indianapolis,D1,mens,,
3875,Iona,D1,womens,,
3666,Iona University,D1,mens,,
3876,Iowa,D1,womens,,
3877,Iowa State,D1,womens,,
3879,Jackson State,D1,womens,,
3880,Jacksonville,D1,womens,,
3881,Jacksonville State,D1,womens,,
3592,Jacksonville University,D1,mens,,
3882,James Madison,D1,womens,,
3740,James Madison University,D1,mens,,
3883,Kansas,D1,womens,,
3884,Kansas City,D1,womens,,
3885,Kansas State,D1,womens,,
3886,Kennesaw State,D1,womens,,
3887,Kent State,D1,womens,,
3888,Kentucky,D1,womens,,
3898,LIU,D1,womens,,
3908,LSU,D1,womens,,
3889,La Salle,D1,womens,,
3567,La Salle University,D1,mens,,
3890,Lafayette,D1,womens,,
3720,Lafayette College,D1,mens,,
3891,Lamar,D1,womens,,
3892,Le Moyne,D1,womens,,
3694,Le Moyne College,D1,mens,,
3893,Lehigh,D1,womens,,
3721,Lehigh University,D1,mens,,
3894,Liberty,D1,womens,,
3726,Liberty University,D1,mens,,
3895,Lindenwood,D1,womens,,
3702,Lindenwood University,D1,mens,,
3896,Lipscomb,D1,womens,,
3593,Lipscomb University,D1,mens,,
3897,Little Rock,D1,womens,,
3899,Long Beach State,D1,womens,,
3695,Long Island University,D1,mens,,
3900,Longwood,D1,womens,,
3611,Longwood University,D1,mens,,
3901,Louisiana,D1,womens,,
7,Louisiana State University,D1,womens,https://lsusports.net,
3902,Louisiana Tech,D1,womens,,
3903,Louisiana–Monroe,D1,womens,,
3904,Louisville,D1,womens,,
3906,Loyola (MD),D1,womens,,
3905,Loyola Chicago,D1,womens,,
3907,Loyola Marymount,D1,womens,,
3722,Loyola University Maryland,D1,mens,,
3909,Maine,D1,womens,,
3910,Manhattan,D1,womens,,
3667,Manhattan University,D1,mens,,
3911,Marist,D1,womens,,
3668,Marist University,D1,mens,,
3912,Marquette,D1,womens,,
3913,Marshall,D1,womens,,
3742,Marshall University,D1,mens,,
3914,Maryland,D1,womens,,
3915,McNeese,D1,womens,,
3916,Memphis,D1,womens,,
3917,Mercer,D1,womens,,
3727,Mercer University,D1,mens,,
3918,Mercyhurst,D1,womens,,
3696,Mercyhurst University,D1,mens,,
3919,Merrimack,D1,womens,,
3669,Merrimack College,D1,mens,,
3920,Miami (FL),D1,womens,,
3921,Miami (OH),D1,womens,,
3922,Michigan,D1,womens,,
3923,Michigan State,D1,womens,,
3924,Middle Tennessee,D1,womens,,
3925,Milwaukee,D1,womens,,
3926,Minnesota,D1,womens,,
3927,Mississippi State,D1,womens,,
3928,Mississippi Valley State,D1,womens,,
3929,Missouri,D1,womens,,
3930,Missouri State,D1,womens,,
3556,Missouri State University,D1,mens,,
3931,Monmouth,D1,womens,,
3640,Monmouth University,D1,mens,,
3932,Montana,D1,womens,,
3933,Morehead State,D1,womens,,
3934,Mount St. Mary's,D1,womens,,
3670,Mount St. Mary's University,D1,mens,,
3935,Murray State,D1,womens,,
3937,NC State,D1,womens,,
3946,NJIT,D1,womens,,
3936,Navy,D1,womens,,
3938,Nebraska,D1,womens,,
3939,Nevada,D1,womens,,
3940,New Hampshire,D1,womens,,
3941,New Haven,D1,womens,,
3548,New Jersey Institute of Technology,D1,mens,,
3942,New Mexico,D1,womens,,
3943,New Mexico State,D1,womens,,
3944,Niagara,D1,womens,,
3671,Niagara University,D1,mens,,
3945,Nicholls,D1,womens,,
3947,North Alabama,D1,womens,,
3948,North Carolina,D1,womens,,
3579,North Carolina State University,D1,mens,,
3949,North Dakota,D1,womens,,
3950,North Dakota State,D1,womens,,
3951,North Florida,D1,womens,,
3952,North Texas,D1,womens,,
3953,Northeastern,D1,womens,,
3641,Northeastern University,D1,mens,,
3954,Northern Arizona,D1,womens,,
3955,Northern Colorado,D1,womens,,
3956,Northern Illinois,D1,womens,,
3650,Northern Illinois University,D1,mens,,
3957,Northern Iowa,D1,womens,,
3958,Northern Kentucky,D1,womens,,
3651,Northern Kentucky University,D1,mens,,
3959,Northwestern,D1,womens,,
3960,Northwestern State,D1,womens,,
3961,Notre Dame,D1,womens,,
3962,Oakland,D1,womens,,
3652,Oakland University,D1,mens,,
3963,Ohio,D1,womens,,
3964,Ohio State,D1,womens,,
3965,Oklahoma,D1,womens,,
3966,Oklahoma State,D1,womens,,
3967,Old Dominion,D1,womens,,
3743,Old Dominion University,D1,mens,,
3968,Ole Miss,D1,womens,,
3969,Omaha,D1,womens,,
3970,Oral Roberts,D1,womens,,
3734,Oral Roberts University,D1,mens,,
3971,Oregon,D1,womens,,
3972,Oregon State,D1,womens,,
3710,Oregon State University,D1,mens,,
3973,Pacific,D1,womens,,
153,Pacific University,D1,mens,https://pacific.edu,
154,Pacific University,D1,womens,https://pacific.edu,
3974,Penn,D1,womens,,
3975,Penn State,D1,womens,,
3623,Pennsylvania State University,D1,mens,,
3976,Pepperdine,D1,womens,,
3977,Pittsburgh,D1,womens,,
3978,Portland,D1,womens,,
3979,Portland State,D1,womens,,
3980,Prairie View A&M,D1,womens,,
3981,Presbyterian,D1,womens,,
3612,Presbyterian College,D1,mens,,
3982,Princeton,D1,womens,,
3661,Princeton University,D1,mens,,
3983,Providence,D1,womens,,
3984,Purdue,D1,womens,,
3985,Purdue Fort Wayne,D1,womens,,
3653,Purdue University Fort Wayne,D1,mens,,
3986,Queens,D1,womens,,
3595,Queens University of Charlotte,D1,mens,,
3987,Quinnipiac,D1,womens,,
3672,Quinnipiac University,D1,mens,,
3988,Radford,D1,womens,,
3613,Radford University,D1,mens,,
3989,Rhode Island,D1,womens,,
3990,Rice,D1,womens,,
3991,Richmond,D1,womens,,
3992,Rider,D1,womens,,
3673,Rider University,D1,mens,,
3993,Robert Morris,D1,womens,,
3654,Robert Morris University,D1,mens,,
3994,Rutgers,D1,womens,,
3624,Rutgers University–New Brunswick,D1,mens,,
4014,SIU Edwardsville,D1,womens,,
3995,Sacramento State,D1,womens,,
3996,Sacred Heart,D1,womens,,
3674,Sacred Heart University,D1,mens,,
3999,Saint Joseph's,D1,womens,,
3571,Saint Joseph's University,D1,mens,,
4000,Saint Louis,D1,womens,,
4001,Saint Mary's,D1,womens,,
4002,Saint Peter's,D1,womens,,
3675,Saint Peter's University,D1,mens,,
4004,Sam Houston,D1,womens,,
4005,Samford,D1,womens,,
4006,San Diego,D1,womens,,
4007,San Diego State,D1,womens,,
3711,San Diego State University,D1,mens,,
4008,San Francisco,D1,womens,,
4009,San Jose State,D1,womens,,
3686,San Jose State University,D1,mens,,
4010,Santa Clara,D1,womens,,
4011,Seattle,D1,womens,,
3755,Seattle University,D1,mens,,
4012,Seton Hall,D1,womens,,
4013,Siena,D1,womens,,
3676,Siena University,D1,mens,,
4016,South Alabama,D1,womens,,
4017,South Carolina,D1,womens,,
4018,South Carolina State,D1,womens,,
4019,South Dakota,D1,womens,,
4020,South Dakota State,D1,womens,,
4021,South Florida,D1,womens,,
4022,Southeast Missouri State,D1,womens,,
4023,Southeastern Louisiana,D1,womens,,
4024,Southern,D1,womens,,
4025,Southern Illinois,D1,womens,,
3703,Southern Illinois University Edwardsville,D1,mens,,
4026,Southern Indiana,D1,womens,,
3583,Southern Methodist University,D1,mens,,
4027,Southern Miss,D1,womens,,
4028,Southern Utah,D1,womens,,
3997,St. Bonaventure,D1,womens,,
3570,St. Bonaventure University,D1,mens,,
3998,St. John's,D1,womens,,
4003,St. Thomas,D1,womens,,
4029,Stanford,D1,womens,,
4030,Stephen F. Austin,D1,womens,,
4031,Stetson,D1,womens,,
3596,Stetson University,D1,mens,,
4032,Stonehill,D1,womens,,
3698,Stonehill College,D1,mens,,
4033,Stony Brook,D1,womens,,
3642,Stony Brook University,D1,mens,,
4034,Syracuse,D1,womens,,
4036,TCU,D1,womens,,
4035,Tarleton State,D1,womens,,
4037,Temple,D1,womens,,
3558,Temple University,D1,mens,,
4038,Tennessee,D1,womens,,
4107,Tennessee State University,D1,womens,,
4039,Tennessee Tech,D1,womens,,
4040,Texas,D1,womens,,
4041,Texas A&M,D1,womens,,
4042,Texas A&M–Corpus Christi,D1,womens,,
4043,Texas Southern,D1,womens,,
4044,Texas State,D1,womens,,
4045,Texas Tech,D1,womens,,
4046,The Citadel,D1,womens,,
4047,Toledo,D1,womens,,
4048,Towson,D1,womens,,
4049,Troy,D1,womens,,
4050,Tulsa,D1,womens,,
4051,UAB,D1,womens,,
4052,UC Davis,D1,womens,,
4053,UC Irvine,D1,womens,,
4054,UC Riverside,D1,womens,,
4055,UC San Diego,D1,womens,,
4056,UC Santa Barbara,D1,womens,,
4057,UCF,D1,womens,,
4058,UCLA,D1,womens,,
4059,UConn,D1,womens,,
4060,UIC,D1,womens,,
4063,UMBC,D1,womens,,
4061,UMass,D1,womens,,
4062,UMass Lowell,D1,womens,,
4064,UNC Asheville,D1,womens,,
4065,UNC Greensboro,D1,womens,,
4066,UNC Wilmington,D1,womens,,
4068,USC,D1,womens,,
4069,USC Upstate,D1,womens,,
4070,UT Martin,D1,womens,,
4076,UT Rio Grande Valley,D1,womens,,
4075,UTEP,D1,womens,,
165,UTSA,D1,womens,https://utsaathletics.com,
3684,United States Air Force Academy,D1,mens,,
3715,United States Military Academy,D1,mens,,
3723,United States Naval Academy,D1,mens,,
3544,"University at Albany, SUNY",D1,mens,,
3597,University of Akron,D1,mens,,
3560,University of Alabama at Birmingham,D1,mens,,
2,University of Arkansas,D1,womens,https://arkansasrazorbacks.com,
3575,"University of California, Berkeley",D1,mens,,
3687,"University of California, Davis",D1,mens,,
3632,"University of California, Irvine",D1,mens,,
3712,"University of California, Riverside",D1,mens,,
3713,"University of California, San Diego",D1,mens,,
3633,"University of California, Santa Barbara",D1,mens,,
3590,University of Central Arkansas,D1,mens,,
3745,University of Central Florida,D1,mens,,
3562,University of Dayton,D1,mens,,
3731,University of Delaware,D1,mens,,
3747,University of Denver,D1,mens,,
3646,University of Detroit Mercy,D1,mens,,
3681,University of Evansville,D1,mens,,
52,University of Illinois,D1,mens,https://fightingillini.com,
3682,University of Illinois Chicago,D1,mens,,
56,University of Iowa,D1,mens,https://hawkeyesports.com,
3741,University of Kentucky,D1,mens,,
3550,"University of Maryland, Baltimore County",D1,mens,,
3618,"University of Maryland, College Park",D1,mens,,
177,University of Massachusetts,D1,womens,https://umassmintutes.com,
3736,University of Massachusetts Amherst,D1,mens,,
3549,University of Massachusetts Lowell,D1,mens,,
3555,University of Memphis,D1,mens,,
28,University of Miami,D1,mens,https://miamihurricanes.com,
29,University of Miami,D1,womens,https://miamihurricanes.com,
3732,University of Missouri–Kansas City,D1,mens,,
3733,University of Nebraska Omaha,D1,mens,,
3688,"University of Nevada, Las Vegas",D1,mens,,
3547,University of New Hampshire,D1,mens,,
3697,University of New Haven,D1,mens,,
3643,University of North Carolina Wilmington,D1,mens,,
3614,University of North Carolina at Asheville,D1,mens,,
3580,University of North Carolina at Chapel Hill,D1,mens,,
3552,University of North Carolina at Charlotte,D1,mens,,
3728,University of North Carolina at Greensboro,D1,mens,,
3594,University of North Florida,D1,mens,,
3662,University of Pennsylvania,D1,mens,,
3569,University of Rhode Island,D1,mens,,
145,University of San Diego,D1,mens,https://toreros.com,
146,University of San Diego,D1,womens,https://toreros.com,
147,University of San Francisco,D1,mens,https://usfcadets.com,
148,University of San Francisco,D1,womens,https://usfcadets.com,
3744,University of South Carolina,D1,mens,,
3615,University of South Carolina Upstate,D1,mens,,
3557,University of South Florida,D1,mens,,
3704,University of Southern Indiana,D1,mens,,
3735,University of St. Thomas,D1,mens,,
3705,University of Texas Rio Grande Valley,D1,mens,,
3559,University of Tulsa,D1,mens,,
3551,University of Vermont,D1,mens,,
3756,University of West Florida,D1,mens,,
3647,University of Wisconsin–Green Bay,D1,mens,,
3627,University of Wisconsin–Madison,D1,mens,,
3649,University of Wisconsin–Milwaukee,D1,mens,,
3701,University of the Incarnate Word,D1,mens,,
3749,University of the Pacific,D1,mens,,
4071,Utah,D1,womens,,
4072,Utah State,D1,womens,,
4073,Utah Tech,D1,womens,,
3689,Utah Tech University,D1,mens,,
4074,Utah Valley,D1,womens,,
3634,Utah Valley University,D1,mens,,
4080,VCU,D1,womens,,
4085,VMI,D1,womens,,
4078,Valparaiso,D1,womens,,
4079,Vanderbilt,D1,womens,,
4081,Vermont,D1,womens,,
4082,Villanova,D1,womens,,
4083,Virginia,D1,womens,,
3729,Virginia Military Institute,D1,mens,,
3587,Virginia Polytechnic Instituteand State University,D1,mens,,
4086,Wagner,D1,womens,,
4087,Wake Forest,D1,womens,,
4088,Washington,D1,womens,,
4089,Washington State,D1,womens,,
4090,Weber State,D1,womens,,
4091,West Florida,D1,womens,,
4092,West Georgia,D1,womens,,
4093,West Virginia,D1,womens,,
4094,Western Carolina,D1,womens,,
4095,Western Illinois,D1,womens,,
3706,Western Illinois University,D1,mens,,
4096,Western Kentucky,D1,womens,,
4097,Western Michigan,D1,womens,,
3683,Western Michigan University,D1,mens,,
166,Wichita State University,D1,womens,https://goshockers.com,
4098,William & Mary,D1,womens,,
4099,Winthrop,D1,womens,,
3616,Winthrop University,D1,mens,,
4100,Wisconsin,D1,womens,,
4101,Wofford,D1,womens,,
3730,Wofford College,D1,mens,,
4102,Wright State,D1,womens,,
3655,Wright State University,D1,mens,,
4103,Wyoming,D1,womens,,
4104,Xavier,D1,womens,,
4105,Yale,D1,womens,,
3663,Yale University,D1,mens,,
4106,Youngstown State,D1,womens,,
