club_name,canonical_name,league_name,city,state,source_url
Gateway Rush Soccer Club,Gateway Rush,US Club NPL - Central States NPL,,,https://system.gotsport.com/org_event/events/46428/clubs
Gretna Elite Academy,Gretna Elite Academy,US Club NPL - Central States NPL,,,https://system.gotsport.com/org_event/events/46428/clubs
JB Marine Soccer Club,Jb Marine,US Club NPL - Central States NPL,,,https://system.gotsport.com/org_event/events/46428/clubs
Kansas City Surf,Kansas Surf,US Club NPL - Central States NPL,,,https://system.gotsport.com/org_event/events/46428/clubs
Missouri Rush,Missouri Rush,US Club NPL - Central States NPL,,,https://system.gotsport.com/org_event/events/46428/clubs
Union KC Soccer Club,Union Kc,US Club NPL - Central States NPL,,,https://system.gotsport.com/org_event/events/46428/clubs
Vision Soccer Academy,Vision Academy,US Club NPL - Central States NPL,,,https://system.gotsport.com/org_event/events/46428/clubs
