club_name,canonical_name,league_name,city,state,source_url,source_type,website
Merge Tourneys,Merge Tourneys,SincSports - Show-Me Shootout,,,https://soccer.sincsports.com/TTTeamList.aspx?tid=SHOWME,sincsports,
USYS,Usys,SincSports - Show-Me Shootout,,,https://soccer.sincsports.com/TTTeamList.aspx?tid=SHOWME,sincsports,
US Club,Us,SincSports - Show-Me Shootout,,,https://soccer.sincsports.com/TTTeamList.aspx?tid=SHOWME,sincsports,
