soccerwire_name,canonical_name,best_match_in_master,best_match_score,classification,city,soccerwire_url
Rhode Island Surf,Rhode Island Surf,Bayside,25.0,NET_NEW,,https://www.soccerwire.com/club/rhode-island-surf/
