soccerwire_name,canonical_name,best_match_in_master,best_match_score,classification,city,soccerwire_url
Hawaii Rush Big Island,Hawaii Rush Big Island,,0,NET_NEW,Hilo,https://www.soccerwire.com/club/big-island-rush-sc/
Hawaii Rush,Hawaii Rush,,0,NET_NEW,,https://www.soccerwire.com/club/hawaii-rush/
Hawaii Surf,Hawaii Surf,,0,NET_NEW,,https://www.soccerwire.com/club/hawaii-surf/
Honolulu Bulls,Honolulu Bulls,,0,NET_NEW,,https://www.soccerwire.com/club/honolulu-bulls/
ALBION SC – Hawaii,Albion – Hawaii,,0,NET_NEW,,https://www.soccerwire.com/club/albion-sc-hawaii/
Kona Crush Academy,Kona Crush Academy,,0,NET_NEW,Kailua-Kona,https://www.soccerwire.com/club/kona-crush-academy/
