club_name,team_name,team_name_raw,age_group,gender,division,bracket,conference,org_season_id,event_id,club_id,team_id,league_name,rank,gp,w,l,d,gf,ga,gd,ppg,pts,qualification,source_url
Bloomingdale Lightning FC,,Bloomingdale Lightning FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Chicago Metro 2025-26,72,3892,2419,97159,ECNL Regional League Boys,1,11,10,1,0,73,6,67,2.72,30,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3892/12/72/0/0
FC 1974 Libertyville,,FC 1974 Libertyville ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Chicago Metro 2025-26,72,3892,1255,97935,ECNL Regional League Boys,2,10,8,2,0,34,9,25,2.40,24,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3892/12/72/0/0
Northern Indiana Express,,Northern Indiana Express ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Chicago Metro 2025-26,72,3892,4324,114136,ECNL Regional League Boys,3,11,6,3,2,22,19,3,1.81,20,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3892/12/72/0/0
Force,,Force ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Chicago Metro 2025-26,72,3892,4326,98297,ECNL Regional League Boys,4,12,6,6,0,22,28,-6,1.50,18,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3892/12/72/0/0
Chicago City SC,,Chicago City SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Chicago Metro 2025-26,72,3892,2476,97886,ECNL Regional League Boys,5,9,2,5,2,19,26,-7,0.88,8,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3892/12/72/0/0
Chicago Soccer Academy,,Chicago Soccer Academy ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Chicago Metro 2025-26,72,3892,3153,114423,ECNL Regional League Boys,6,10,2,8,0,8,49,-41,0.60,6,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3892/12/72/0/0
Roadrunners SC,,Roadrunners SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Chicago Metro 2025-26,72,3892,5009,117195,ECNL Regional League Boys,7,11,1,10,0,9,50,-41,0.27,3,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3892/12/72/0/0
NCFC Youth Elite,,NCFC Youth Elite ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Carolinas 2025-26,72,3891,22,112370,ECNL Regional League Boys,1,14,12,2,0,66,13,53,2.57,36,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3891/12/72/0/0
NCFC Youth Premier,,NCFC Youth Premier ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Carolinas 2025-26,72,3891,22,112371,ECNL Regional League Boys,2,14,11,2,1,56,21,35,2.42,34,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3891/12/72/0/0
Charlotte SA Blue,,Charlotte SA Blue ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Carolinas 2025-26,72,3891,26,112746,ECNL Regional League Boys,3,17,13,4,0,46,26,20,2.29,39,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3891/12/72/0/0
NC Fusion,,NC Fusion ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Carolinas 2025-26,72,3891,71,112979,ECNL Regional League Boys,4,15,4,8,3,22,43,-21,1.00,15,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3891/12/72/0/0
Charlotte SA White,,Charlotte SA White ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Carolinas 2025-26,72,3891,26,112743,ECNL Regional League Boys,5,13,3,7,3,20,38,-18,0.92,12,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3891/12/72/0/0
Wilmington Hammerheads,,Wilmington Hammerheads ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Carolinas 2025-26,72,3891,2181,114820,ECNL Regional League Boys,6,16,4,10,2,20,40,-20,0.87,14,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3891/12/72/0/0
Highland FC,,Highland FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Carolinas 2025-26,72,3891,4012,114748,ECNL Regional League Boys,7,15,0,14,1,13,62,-49,0.06,1,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3891/12/72/0/0
TKO Premier SC,,TKO Premier SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Greater Michigan Alliance 2025-26,72,3898,4874,112069,ECNL Regional League Boys,1,11,8,0,3,42,6,36,2.45,27,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3898/12/72/0/0
Michigan Burn,,Michigan Burn ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Greater Michigan Alliance 2025-26,72,3898,1720,111079,ECNL Regional League Boys,2,11,8,1,2,44,9,35,2.36,26,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3898/12/72/0/0
Detroit City FC West,,Detroit City FC West ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Greater Michigan Alliance 2025-26,72,3898,4858,115020,ECNL Regional League Boys,3,10,7,3,0,38,10,28,2.10,21,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3898/12/72/0/0
Cap City Athletic 1847,,Cap City Athletic 1847 ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Greater Michigan Alliance 2025-26,72,3898,4742,110900,ECNL Regional League Boys,4,12,7,1,4,33,8,25,2.08,25,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3898/12/72/0/0
Liverpool North Oakland,,Liverpool North Oakland ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Greater Michigan Alliance 2025-26,72,3898,5200,110973,ECNL Regional League Boys,5,10,6,2,2,28,12,16,2.00,20,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3898/12/72/0/0
Portage SC,,Portage SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Greater Michigan Alliance 2025-26,72,3898,4589,110927,ECNL Regional League Boys,6,13,7,4,2,40,20,20,1.76,23,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3898/12/72/0/0
Plymouth Reign SC,,Plymouth Reign SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Greater Michigan Alliance 2025-26,72,3898,1678,114577,ECNL Regional League Boys,8,11,3,5,3,7,19,-12,1.09,12,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3898/12/72/0/0
Michigan Rangers FC,,Michigan Rangers FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Greater Michigan Alliance 2025-26,72,3898,4484,115727,ECNL Regional League Boys,9,13,2,9,2,15,32,-17,0.61,8,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3898/12/72/0/0
Liverpool FC IA Michigan Ann Arbor,,Liverpool FC IA Michigan Ann Arbor ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Greater Michigan Alliance 2025-26,72,3898,3712,111346,ECNL Regional League Boys,10,12,2,9,1,13,47,-34,0.58,7,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3898/12/72/0/0
Legends FC Michigan,,Legends FC Michigan ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Greater Michigan Alliance 2025-26,72,3898,4852,116300,ECNL Regional League Boys,11,12,1,9,2,6,38,-32,0.41,5,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3898/12/72/0/0
Tennessee United,,Tennessee United ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Mid-America 2025-26,72,3902,4565,115169,ECNL Regional League Boys,1,12,12,0,0,80,5,75,3.00,36,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3902/12/72/0/0
Alabama FC Huntsville,,Alabama FC Huntsville ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Mid-America 2025-26,72,3902,18,112541,ECNL Regional League Boys,2,14,10,3,1,52,14,38,2.21,31,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3902/12/72/0/0
Tennessee SC,,Tennessee SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Mid-America 2025-26,72,3902,1354,117358,ECNL Regional League Boys,3,13,8,4,1,46,23,23,1.92,25,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3902/12/72/0/0
Tennessee SC Murfreesboro,,Tennessee SC Murfreesboro ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Mid-America 2025-26,72,3902,1354,117743,ECNL Regional League Boys,4,12,5,3,4,34,18,16,1.58,19,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3902/12/72/0/0
Mississippi Rush United,,Mississippi Rush United ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Mid-America 2025-26,72,3902,4327,110357,ECNL Regional League Boys,5,13,5,4,4,20,19,1,1.46,19,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3902/12/72/0/0
Lobos Rush,,Lobos Rush ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Mid-America 2025-26,72,3902,2235,113739,ECNL Regional League Boys,6,12,4,5,3,20,30,-10,1.25,15,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3902/12/72/0/0
Tupelo FC,,Tupelo FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Mid-America 2025-26,72,3902,4569,117456,ECNL Regional League Boys,7,12,3,7,2,16,34,-18,0.91,11,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3902/12/72/0/0
Alabama FC,,Alabama FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Mid-America 2025-26,72,3902,18,112306,ECNL Regional League Boys,8,12,3,8,1,19,31,-12,0.83,10,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3902/12/72/0/0
Germantown Legends,,Germantown Legends ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Mid-America 2025-26,72,3902,3589,112681,ECNL Regional League Boys,9,11,1,7,3,7,30,-23,0.54,6,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3902/12/72/0/0
Chattanooga Red Wolves SC,,Chattanooga Red Wolves SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Mid-America 2025-26,72,3902,3232,96441,ECNL Regional League Boys,10,11,0,10,1,2,92,-90,0.09,1,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3902/12/72/0/0
Chicago Magic,,Chicago Magic ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Midwest 2025-26,72,3903,2106,117451,ECNL Regional League Boys,1,6,6,0,0,25,2,23,3.00,18,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3903/12/72/0/0
Rockford Raptors,,Rockford Raptors ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Midwest 2025-26,72,3903,2017,116230,ECNL Regional League Boys,2,4,3,1,0,11,5,6,2.25,9,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3903/12/72/0/0
Chicago Inter Soccer,,Chicago Inter Soccer ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Midwest 2025-26,72,3903,2167,117711,ECNL Regional League Boys,3,5,3,2,0,21,13,8,1.80,9,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3903/12/72/0/0
Indiana Elite FC,,Indiana Elite FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Midwest 2025-26,72,3903,2257,116594,ECNL Regional League Boys,4,5,2,3,0,14,13,1,1.20,6,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3903/12/72/0/0
St Croix Soccer Club,,St Croix Soccer Club ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Midwest 2025-26,72,3903,893,117280,ECNL Regional League Boys,5,3,1,2,0,6,16,-10,1.00,3,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3903/12/72/0/0
Minnesota Thunder,,Minnesota Thunder ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Midwest 2025-26,72,3903,67,117427,ECNL Regional League Boys,6,5,1,4,0,6,12,-6,0.60,3,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3903/12/72/0/0
FC WISCONSIN,,FC WISCONSIN ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Midwest 2025-26,72,3903,1797,113574,ECNL Regional League Boys,7,4,0,4,0,2,24,-22,0.00,0,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3903/12/72/0/0
MSC Lakers,,MSC Lakers ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Gulf Coast 2025-26,72,3900,5145,115899,ECNL Regional League Boys,1,10,7,1,2,43,20,23,2.30,23,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3900/12/72/0/0
Coastal Rush,,Coastal Rush ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Gulf Coast 2025-26,72,3900,4319,113843,ECNL Regional League Boys,2,11,8,2,1,48,13,35,2.27,25,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3900/12/72/0/0
LA Krewe Rush,,LA Krewe Rush ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Gulf Coast 2025-26,72,3900,5144,113794,ECNL Regional League Boys,3,9,5,3,1,23,15,8,1.77,16,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3900/12/72/0/0
Gulf Coast United FC,,Gulf Coast United FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Gulf Coast 2025-26,72,3900,3714,111116,ECNL Regional League Boys,4,11,5,5,1,26,25,1,1.45,16,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3900/12/72/0/0
Louisiana Fire Soccer Club,,Louisiana Fire Soccer Club ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Gulf Coast 2025-26,72,3900,5213,111745,ECNL Regional League Boys,5,10,4,6,0,23,23,0,1.20,12,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3900/12/72/0/0
Union 10 FC,,Union 10 FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Gulf Coast 2025-26,72,3900,5146,116326,ECNL Regional League Boys,6,11,4,6,1,24,33,-9,1.18,13,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3900/12/72/0/0
Hattiesburg FC,,Hattiesburg FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Gulf Coast 2025-26,72,3900,5143,114974,ECNL Regional League Boys,7,10,0,10,0,6,64,-58,0.00,0,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3900/12/72/0/0
Placer United,,Placer United ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Golden State 2025-26,72,3896,3054,109255,ECNL Regional League Boys,1,17,15,2,0,98,14,84,2.64,45,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3896/12/72/0/0
San Juan SC,,San Juan SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Golden State 2025-26,72,3896,88,115642,ECNL Regional League Boys,2,17,14,3,0,74,14,60,2.47,42,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3896/12/72/0/0
Club America Stockton,,Club America Stockton ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Golden State 2025-26,72,3896,4518,110958,ECNL Regional League Boys,3,14,10,2,2,62,17,45,2.28,32,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3896/12/72/0/0
El Camino Futbol Club Salinas,,El Camino Futbol Club Salinas ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Golden State 2025-26,72,3896,4063,109081,ECNL Regional League Boys,4,17,11,3,3,67,17,50,2.11,36,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3896/12/72/0/0
1974 Newark FC,,1974 Newark FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Golden State 2025-26,72,3896,4342,114180,ECNL Regional League Boys,5,17,11,4,2,53,18,35,2.05,35,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3896/12/72/0/0
Association FC,,Association FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Golden State 2025-26,72,3896,3065,113203,ECNL Regional League Boys,6,17,8,7,2,61,44,17,1.52,26,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3896/12/72/0/0
Los Gatos United,,Los Gatos United ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Golden State 2025-26,72,3896,3231,117896,ECNL Regional League Boys,7,17,6,7,4,44,50,-6,1.29,22,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3896/12/72/0/0
Mustang SC,,Mustang SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Golden State 2025-26,72,3896,69,115395,ECNL Regional League Boys,8,17,7,9,1,38,49,-11,1.29,22,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3896/12/72/0/0
Marin FC,,Marin FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Golden State 2025-26,72,3896,1585,114295,ECNL Regional League Boys,9,18,4,11,3,35,50,-15,0.83,15,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3896/12/72/0/0
San Francisco Elite Academy,,San Francisco Elite Academy ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Golden State 2025-26,72,3896,1040,112663,ECNL Regional League Boys,10,18,2,16,0,24,120,-96,0.33,6,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3896/12/72/0/0
COSC,,COSC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Golden State 2025-26,72,3896,1470,117682,ECNL Regional League Boys,11,14,1,12,1,17,69,-52,0.28,4,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3896/12/72/0/0
Davis Legacy,,Davis Legacy ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Golden State 2025-26,72,3896,1425,110983,ECNL Regional League Boys,12,15,1,14,0,9,120,-111,0.20,3,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3896/12/72/0/0
FL Premier FC Gold,,FL Premier FC Gold ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,2731,114697,ECNL Regional League Boys,1,13,11,1,1,47,12,35,2.61,34,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
FC America,,FC America ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,5158,112328,ECNL Regional League Boys,2,14,10,3,1,40,17,23,2.21,31,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
Orlando City Lake Nona,,Orlando City Lake Nona ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,4568,112548,ECNL Regional League Boys,3,14,9,4,1,37,15,22,2.00,28,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
Sporting Club Tallahassee,,Sporting Club Tallahassee ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,4317,113714,ECNL Regional League Boys,4,13,8,3,2,29,18,11,2.00,26,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
Sporting Jax,,Sporting Jax ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,1353,113643,ECNL Regional League Boys,5,13,5,6,2,21,21,0,1.30,17,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
South Orlando Soccer Club,,South Orlando Soccer Club ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,3303,111342,ECNL Regional League Boys,6,12,3,7,2,23,29,-6,0.91,11,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
Florida Kraze,,Florida Kraze ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,379,113716,ECNL Regional League Boys,7,13,2,10,1,13,37,-24,0.53,7,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
Space Coast United,,Space Coast United ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,1919,113758,ECNL Regional League Boys,8,14,0,14,0,2,63,-61,0.00,0,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
Springs SC,,Springs SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,4566,111437,ECNL Regional League Boys,1,11,10,0,1,49,7,42,2.81,31,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
Strikers Miami FC,,Strikers Miami FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,4873,110221,ECNL Regional League Boys,2,12,9,1,2,41,13,28,2.41,29,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
Parkland SC,,Parkland SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,3387,111913,ECNL Regional League Boys,3,13,5,5,3,29,35,-6,1.38,18,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
Doral Soccer Club,,Doral Soccer Club ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,2237,114365,ECNL Regional League Boys,4,11,4,4,3,26,23,3,1.36,15,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
Wellington,,Wellington ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,840,113106,ECNL Regional League Boys,5,11,4,6,1,19,23,-4,1.18,13,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
FC Prime,,FC Prime ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,2329,113235,ECNL Regional League Boys,6,11,2,6,3,17,35,-18,0.81,9,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
Tropical Soccer Club,,Tropical Soccer Club ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,4795,109674,ECNL Regional League Boys,7,11,2,7,2,12,25,-13,0.72,8,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
Davie United SC,,Davie United SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,354,113732,ECNL Regional League Boys,8,12,1,8,3,9,41,-32,0.50,6,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
FHFC,,FHFC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,3055,111958,ECNL Regional League Boys,1,10,9,1,0,34,9,25,2.70,27,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
SWFL Premier FC,,SWFL Premier FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,2731,111662,ECNL Regional League Boys,2,10,9,1,0,37,14,23,2.70,27,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
Fort Lauderdale United FC,,Fort Lauderdale United FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,1925,112974,ECNL Regional League Boys,3,12,6,5,1,43,22,21,1.58,19,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
Florida Celtic,,Florida Celtic ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,3424,113667,ECNL Regional League Boys,4,12,6,6,0,20,27,-7,1.50,18,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
FL Premier FC Black,,FL Premier FC Black ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,2731,112368,ECNL Regional League Boys,5,12,3,7,2,25,29,-4,0.91,11,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
Cape Coral SA,,Cape Coral SA ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,3390,114102,ECNL Regional League Boys,6,10,2,7,1,17,27,-10,0.70,7,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
Florida West FC,,Florida West FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Florida 2025-26,72,3894,3384,114000,ECNL Regional League Boys,7,10,1,9,0,3,51,-48,0.30,3,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3894/12/72/0/0
West Side Alliance White,,West Side Alliance White ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Frontier 2025-26,72,3895,3587,78782,ECNL Regional League Boys,1,17,14,0,3,55,10,45,2.64,45,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3895/12/72/0/0
Arkansas Comets FC,,Arkansas Comets FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Frontier 2025-26,72,3895,3585,90161,ECNL Regional League Boys,2,18,15,3,0,70,27,43,2.50,45,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3895/12/72/0/0
Kernow Storm FC Frontier,,Kernow Storm FC Frontier ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Frontier 2025-26,72,3895,3694,117987,ECNL Regional League Boys,3,14,11,2,1,46,11,35,2.42,34,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3895/12/72/0/0
Oklahoma Cosmos,,Oklahoma Cosmos ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Frontier 2025-26,72,3895,2250,72164,ECNL Regional League Boys,4,15,6,7,2,35,32,3,1.33,20,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3895/12/72/0/0
Arkansas Rising,,Arkansas Rising ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Frontier 2025-26,72,3895,3594,71898,ECNL Regional League Boys,5,16,5,7,4,39,33,6,1.18,19,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3895/12/72/0/0
OK Energy FC II,,OK Energy FC II ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Frontier 2025-26,72,3895,2133,96128,ECNL Regional League Boys,6,16,5,9,2,35,47,-12,1.06,17,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3895/12/72/0/0
SW Missouri Rush,,SW Missouri Rush ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Frontier 2025-26,72,3895,5136,111558,ECNL Regional League Boys,7,13,2,5,6,11,21,-10,0.92,12,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3895/12/72/0/0
FC Tulsa Academy,,FC Tulsa Academy ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Frontier 2025-26,72,3895,3620,116917,ECNL Regional League Boys,8,18,4,12,2,15,40,-25,0.77,14,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3895/12/72/0/0
West Side Alliance Red,,West Side Alliance Red ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Frontier 2025-26,72,3895,3587,107345,ECNL Regional League Boys,9,16,3,10,3,19,46,-27,0.75,12,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3895/12/72/0/0
Tulsa SC,,Tulsa SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Frontier 2025-26,72,3895,106,52147,ECNL Regional League Boys,10,17,3,13,1,16,74,-58,0.58,10,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3895/12/72/0/0
