club_name,team_name,team_name_raw,age_group,gender,division,bracket,conference,org_season_id,event_id,club_id,team_id,league_name,rank,gp,w,l,d,gf,ga,gd,ppg,pts,qualification,source_url
Virginia Valor FC,,Virginia Valor FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Virginia 2025-26,72,3915,4013,78014,ECNL Regional League Boys,19,11,1,10,0,11,39,-28,0.27,3,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3915/12/72/0/0
San Diego Surf,,San Diego Surf ECNL RL B13 Blue Qualification: n/a,13,Male,,,ECNL RL Boys Southwest 2025-26,72,4001,87,105080,ECNL Regional League Boys,1,13,12,1,0,67,4,63,2.76,36,n/a,https://api.athleteone.com/api/Script/get-conference-standings/4001/12/72/0/0
Pateadores NB,,Pateadores NB ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Southwest 2025-26,72,4001,186,107592,ECNL Regional League Boys,2,15,10,2,3,31,19,12,2.20,33,n/a,https://api.athleteone.com/api/Script/get-conference-standings/4001/12/72/0/0
Eagles SC,,Eagles SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Southwest 2025-26,72,4001,41,57121,ECNL Regional League Boys,3,15,8,3,4,34,19,15,1.86,28,n/a,https://api.athleteone.com/api/Script/get-conference-standings/4001/12/72/0/0
West Coast FC,,West Coast FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Southwest 2025-26,72,4001,113,67217,ECNL Regional League Boys,4,15,7,5,3,25,33,-8,1.60,24,n/a,https://api.athleteone.com/api/Script/get-conference-standings/4001/12/72/0/0
Sporting CA USA,,Sporting CA USA ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Southwest 2025-26,72,4001,13,81819,ECNL Regional League Boys,5,17,7,8,2,29,32,-3,1.35,23,n/a,https://api.athleteone.com/api/Script/get-conference-standings/4001/12/72/0/0
Legends FC,,Legends FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Southwest 2025-26,72,4001,61,66057,ECNL Regional League Boys,6,14,3,9,2,14,40,-26,0.78,11,n/a,https://api.athleteone.com/api/Script/get-conference-standings/4001/12/72/0/0
LV Heat Surf,,LV Heat Surf ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Southwest 2025-26,72,4001,57,110875,ECNL Regional League Boys,7,16,2,11,3,18,38,-20,0.56,9,n/a,https://api.athleteone.com/api/Script/get-conference-standings/4001/12/72/0/0
Slammers FC Maroon,,Slammers FC Maroon ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Southwest 2025-26,72,4001,96,94958,ECNL Regional League Boys,8,13,2,10,1,6,27,-21,0.53,7,n/a,https://api.athleteone.com/api/Script/get-conference-standings/4001/12/72/0/0
San Diego Surf,,San Diego Surf ECNL RL B13 White Qualification: n/a,13,Male,,,ECNL RL Boys Southwest 2025-26,72,4001,87,105079,ECNL Regional League Boys,1,14,13,1,0,48,9,39,2.78,39,n/a,https://api.athleteone.com/api/Script/get-conference-standings/4001/12/72/0/0
LAFC So Cal,,LAFC So Cal ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Southwest 2025-26,72,4001,82,82149,ECNL Regional League Boys,2,15,11,3,1,44,15,29,2.26,34,n/a,https://api.athleteone.com/api/Script/get-conference-standings/4001/12/72/0/0
Beach FC (CA),,Beach FC (CA) ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Southwest 2025-26,72,4001,16,111334,ECNL Regional League Boys,3,17,10,4,3,41,13,28,1.94,33,n/a,https://api.athleteone.com/api/Script/get-conference-standings/4001/12/72/0/0
SDSC Surf,,SDSC Surf ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Southwest 2025-26,72,4001,86,78751,ECNL Regional League Boys,4,14,7,5,2,22,19,3,1.64,23,n/a,https://api.athleteone.com/api/Script/get-conference-standings/4001/12/72/0/0
Pateadores,,Pateadores ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Southwest 2025-26,72,4001,186,104672,ECNL Regional League Boys,5,14,6,5,3,19,18,1,1.50,21,n/a,https://api.athleteone.com/api/Script/get-conference-standings/4001/12/72/0/0
SLAMMERS FC White,,SLAMMERS FC White ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Southwest 2025-26,72,4001,96,94959,ECNL Regional League Boys,7,15,1,12,2,17,56,-39,0.33,5,n/a,https://api.athleteone.com/api/Script/get-conference-standings/4001/12/72/0/0
Rebels SC,,Rebels SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Southwest 2025-26,72,4001,300,113765,ECNL Regional League Boys,8,15,1,13,1,8,44,-36,0.26,4,n/a,https://api.athleteone.com/api/Script/get-conference-standings/4001/12/72/0/0
