club_name,team_name,team_name_raw,age_group,gender,division,bracket,conference,org_season_id,event_id,club_id,team_id,league_name,rank,gp,w,l,d,gf,ga,gd,ppg,pts,qualification,source_url
Ohio Elite SA,,Ohio Elite SA ECNL G13 Qualification: n/a,13,Female,,,ECNL Girls Ohio Valley 2025-26,69,3931,75,69457,ECNL Girls,8,16,5,8,3,17,23,-6,1.12,18,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3931/12/69/0/0
Indy Eleven Pro Academy,,Indy Eleven Pro Academy ECNL G13 Qualification: n/a,13,Female,,,ECNL Girls Ohio Valley 2025-26,69,3931,436,72343,ECNL Girls,9,16,4,9,3,25,32,-7,0.93,15,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3931/12/69/0/0
GTFC Impact,,GTFC Impact ECNL G13 Qualification: n/a,13,Female,,,ECNL Girls Ohio Valley 2025-26,69,3931,4008,108214,ECNL Girls,10,17,3,12,2,20,51,-31,0.64,11,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3931/12/69/0/0
Racing Louisville Academy,,Racing Louisville Academy ECNL G13 Qualification: n/a,13,Female,,,ECNL Girls Ohio Valley 2025-26,69,3931,3408,69117,ECNL Girls,11,16,1,12,3,13,58,-45,0.37,6,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3931/12/69/0/0
FC Alliance,,FC Alliance ECNL G13 Qualification: n/a,13,Female,,,ECNL Girls Ohio Valley 2025-26,69,3931,1693,113254,ECNL Girls,12,15,0,11,4,6,45,-39,0.26,4,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3931/12/69/0/0
XF Academy,,XF Academy ECNL G13 Qualification: n/a,13,Female,,,ECNL Girls Northwest 2025-26,69,3930,3476,104549,ECNL Girls,1,13,10,0,3,43,4,39,2.53,33,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3930/12/69/0/0
Portland Thorns,,Portland Thorns ECNL G13 Qualification: n/a,13,Female,,,ECNL Girls Northwest 2025-26,69,3930,3406,110034,ECNL Girls,2,14,11,1,2,40,4,36,2.50,35,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3930/12/69/0/0
Eastside FC,,Eastside FC ECNL G13 Qualification: n/a,13,Female,,,ECNL Girls Northwest 2025-26,69,3930,398,90882,ECNL Girls,3,15,10,4,1,35,9,26,2.06,31,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3930/12/69/0/0
Utah Avalanche,,Utah Avalanche ECNL G13 Qualification: n/a,13,Female,,,ECNL Girls Northwest 2025-26,69,3930,107,103936,ECNL Girls,4,13,7,3,3,19,10,9,1.84,24,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3930/12/69/0/0
Washington Premier,,Washington Premier ECNL G13 Qualification: n/a,13,Female,,,ECNL Girls Northwest 2025-26,69,3930,112,99088,ECNL Girls,5,14,8,5,1,30,14,16,1.78,25,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3930/12/69/0/0
Oregon Surf,,Oregon Surf ECNL G13 Qualification: n/a,13,Female,,,ECNL Girls Northwest 2025-26,69,3930,737,90916,ECNL Girls,6,14,7,6,1,21,22,-1,1.57,22,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3930/12/69/0/0
Seattle United,,Seattle United ECNL G13 Qualification: n/a,13,Female,,,ECNL Girls Northwest 2025-26,69,3930,1643,103559,ECNL Girls,7,15,5,9,1,18,25,-7,1.06,16,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3930/12/69/0/0
La Roca FC,,La Roca FC ECNL G13 Qualification: n/a,13,Female,,,ECNL Girls Northwest 2025-26,69,3930,1760,117540,ECNL Girls,8,13,1,11,1,3,39,-36,0.30,4,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3930/12/69/0/0
Boise Thorns FC,,Boise Thorns FC ECNL G13 Qualification: n/a,13,Female,,,ECNL Girls Northwest 2025-26,69,3930,51,115480,ECNL Girls,9,13,0,10,3,6,58,-52,0.23,3,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3930/12/69/0/0
PacNW SC,,PacNW SC ECNL G13 Qualification: n/a,13,Female,,,ECNL Girls Northwest 2025-26,69,3930,2331,104642,ECNL Girls,10,12,0,10,2,4,34,-30,0.16,2,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3930/12/69/0/0
