club_id,club_name_official,club_name_scraped,address_line1,city,state,zip,event_id,league_name,api_url
4319,Coastal Rush,Coastal Rush,418 West Garden st,Penscola,Florida,32502,3900,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3900/4319/12
893,St Croix Soccer Club,St Croix Soccer Club,5525 Memorial Ave N Suite 6,Oak Park Heights,Minnesota,55082,3903,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3903/893/12
67,Minnesota Thunder Academy,Minnesota Thunder,6600 Nicollet Ave S,Richfield,Minnesota,55423,3903,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3903/67/12
5144,LA Krewe Rush,LA Krewe Rush,200 Sonny Roy Ln,Lafayette,Louisiana,70507,3900,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3900/5144/12
2106,Chicago Magic,Chicago Magic,"3080 Skokie Valley, Ste 1",Highland Park,Illinois,60035,3903,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3903/2106/12
5145,Mandeville Soccer Club,MSC Lakers,790 Florida Street,Mandeville,Louisiana,70448,3900,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3900/5145/12
4012,Highland FC,Highland FC,PO Box 895,Asheville,North Carolina,28802-0895,3891,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3891/4012/12
2257,Indiana Elite FC,Indiana Elite FC,10971 Four Seasons Pl Suite 207,Crown Point,Indiana,46307,3903,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3903/2257/12
1797,FC WISCONSIN BOYS,FC WISCONSIN,PO Box 428,Germantown,Wisconsin,53022,3903,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3903/1797/12
2181,Wilmington Hammerheads Youth FC,Wilmington Hammerheads,404 N 3rd St Ste 204,Wilmington,North Carolina,28405,3891,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3891/2181/12
71,NC Fusion,NC Fusion,428 Twins Way,Bermuda Run,North Carolina,27006,3891,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3891/71/12
2167,Chicago Inter Soccer,Chicago Inter Soccer,15781 Ridge Pointe Street,New Lenox,Illinois,60451,3903,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3903/2167/12
2017,Rockford Raptors FC,Rockford Raptors,8800 E Riverside Blvd.,Loves Park,Illinois,61111,3903,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3903/2017/12
26,Charlotte SA,Charlotte SA Blue,13333 Dorman Rd,Pineville,North Carolina,28134,3891,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3891/26/12
22,NCFC Youth,NCFC Youth Elite,"3150 Spring Forest Road, Suite 116",Raleigh,North Carolina,27616,3891,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3891/22/12
3714,Gulf Coast United FC,Gulf Coast United FC,PO Box 391,Gulfport,Mississippi,39502,3900,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3900/3714/12
5146,Union 10 FC,Union 10 FC,8501 Well Rd,Daphne,Alabama,36526,3900,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3900/5146/12
5143,Hattiesburg FC,Hattiesburg FC,101 Parkway Blvd,Hattiesburg,Mississippi,39401,3900,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3900/5143/12
5213,Louisiana Fire Soccer Club,Louisiana Fire Soccer Club,1918 18th Street,Kenner,Louisiana,70062,3900,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3900/5213/12
4565,Tennessee United,Tennessee United,P.O. Box 1088,Hendersonville,Tennessee,37077,3902,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3902/4565/12
1354,Tennessee Soccer Club,Tennessee SC,113 Seaboard Lane. Suite C110,Franklin,Tennessee,37067,3902,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3902/1354/12
18,Alabama FC,Alabama FC Huntsville,3576 East Street,Birmingham,Alabama,35243,3902,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3902/18/12
4327,Mississippi Rush,Mississippi Rush United,P.O. Box 12783,Jackson,Mississippi,39130,3902,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3902/4327/12
2235,Lobos Rush,Lobos Rush,"475 E South St, Ste 112",Collierville,Tennessee,38017,3902,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3902/2235/12
4569,Tupelo FC,Tupelo FC,655 RUTHERFORD ROAD,Tupelo,Mississippi,38801,3902,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3902/4569/12
3232,Chattanooga Red Wolves SC,Chattanooga Red Wolves SC,"6739 Ringgold Rd, Suite B,C,D",Chattanooga,Tennessee,37412,3902,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3902/3232/12
3589,Germantown Legends,Germantown Legends,931 Heather Lake Dr.,Germantown,Tennessee,38017,3902,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3902/3589/12
5147,St. Louis Stars,St. Louis Stars,St. Louis,St. Louis,Missouri,63125,3901,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3901/5147/12
3740,Kansas City Surf,Kansas City Surf,14508 Ballentine Street,Overland Park,Kansas,66221,3901,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3901/3740/12
3615,KC Fusion,KC Fusion,8016 Reeder Road,Lenexa,Kansas,66214,3901,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3901/3615/12
3486,FC Wichita,FC Wichita,2999 N. Greenwich Rd,Wichita,Kansas,67226,3901,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3901/3486/12
3480,Union KC,Union KC Navy,"8101 College Blvd, Ste 100",Overland Park,Kansas,66210,3901,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3901/3480/12
2330,Kansas City Athletics,Kansas City Athletics,9001 W. 67th,Merriam,Kansas,66202,3901,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3901/2330/12
3696,Kansas Rush,Kansas Rush,623 N. Lindenwood,Olathe,Kansas,66062,3901,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3901/3696/12
1730,Missouri Rush,Missouri Rush,901 Caledonia Dr.,O'Fallon,Missouri,63368,3901,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3901/1730/12
3483,Sporting Iowa,Sporting Iowa,"4685 Merle Hay Rd., Suite 202",Des Moines,Iowa,50322,3901,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3901/3483/12
4315,FC United Iowa,FC United Iowa,8610 Milburn Rd NE,Cedar Rapids,Iowa,52411,3901,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3901/4315/12
373,Gretna Elite Academy,Gretna Elite Academy,10550 South 222nd Street,Gretna,Nebraska,68028,3901,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3901/373/12
4356,Vision Soccer Academy,Vision Soccer Academy Premier,2655 SE LA Grant Pkwy,Waukee,Iowa,50263,3901,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3901/4356/12
1726,Sporting Nebraska Football Club,Sporting Nebraska FC,14706 Giles Rd,Omaha,Nebraska,68138,3901,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3901/1726/12
4874,TKO Premier SC,TKO Premier SC,P.O. Box 19293,Kalamazoo,Michigan,49019,3898,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3898/4874/12
1720,Michigan Burn,Michigan Burn,30845 23 Mile Rd,New Baltimore,Michigan,48047,3898,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3898/1720/12
4858,Detroit City FC West,Detroit City FC West,46245 Michigan Ave,Canton,Michigan,48188,3898,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3898/4858/12
5200,Liverpool FC IA North Oakland,Liverpool North Oakland,6445 Citation Dr,Clarkston,Michigan,48346,3898,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3898/5200/12
4589,Portage SC,Portage SC,4422 Bishop Ave,Portage,Michigan,49002,3898,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3898/4589/12
4742,Cap City Athletic 1847,Cap City Athletic 1847,PO Box 23206,Lansing,Michigan,48909,3898,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3898/4742/12
1678,Plymouth Reign SC,Plymouth Reign SC,PO Box 5343,Plymouth,Michigan,48170,3898,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3898/1678/12
4484,Michigan Rangers FC,Michigan Rangers FC,6894 28th Ave,Hudsonville,Michigan,49426,3898,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3898/4484/12
3712,Liverpool FC IA Michigan,Liverpool FC IA Michigan Ann Arbor,867 South Blvd.,Pontiac,Michigan,48341,3898,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3898/3712/12
4852,Legends FC Michigan,Legends FC Michigan,9299 Goble Dr.,Brighton,Michigan,48116,3898,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3898/4852/12
3054,Placer United Soccer Club,Placer United,1091 Tinker Road #300,Rocklin,California,95765,3896,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3896/3054/12
88,San Juan SC,San Juan SC,"10860 Gold Center Drive, Suite 275",Rancho Cordova,California,95670,3896,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3896/88/12
4063,El Camino Futbol Club Salinas,El Camino Futbol Club Salinas,1,Salinas,California,93906,3896,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3896/4063/12
3065,Association Football Club,Association FC,"Oakland, CA 94611",Oakland,California,94611,3896,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3896/3065/12
4518,Club America - Nido Aguila | Valle Central,Club America Stockton,10055 CA-99,Stockton,California,95212,3896,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3896/4518/12
3231,Los Gatos United,Los Gatos United,"634 N Santa Cruz Ave., Suite 100",Los Gatos,California,95030,3896,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3896/3231/12
69,Mustang SC,Mustang SC,4680 Camino Tassajara,Danville,California,94526,3896,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3896/69/12
4342,1974 Newark FC,1974 Newark FC,PO box 311,Newark,California,94560,3896,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3896/4342/12
1040,San Francisco Elite Academy,San Francisco Elite Academy,4308 Geary Blvd #302,San Francisco,California,94118,3896,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3896/1040/12
1585,Marin Football Club,Marin FC,336 Bon Air Center PMB 122,Greenbrae,California,94904,3896,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3896/1585/12
1425,Davis Legacy,Davis Legacy,PO Box 72295,Davis,California,95617,3896,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3896/1425/12
1470,California Odyssey SC,COSC,"2525 Alluvial Avenue, Suite 301",Clovis,California,93611,3896,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3896/1470/12
3587,West Side Alliance,West Side Alliance White,5214 Greenan Drive,Sand Springs,Oklahoma,74063,3895,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3895/3587/12
3585,Arkansas Comets FC,Arkansas Comets FC,416 E Lafayette,Fayetteville,Arkansas,72701,3895,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3895/3585/12
3694,Kernow Storm FC,Kernow Storm FC Frontier,2404 LAKE RIDGE RD,Waxahachie,Texas,75165,3895,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3895/3694/12
2250,Oklahoma Cosmos,Oklahoma Cosmos,12310 S Meridian Ave,Oklahoma City,Oklahoma,73173,3895,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3895/2250/12
3594,Arkansas Rising,Arkansas Rising,16603 Cantrell Rd Suite 4,Little Rock,Arkansas,72223,3895,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3895/3594/12
2133,Oklahoma Energy FC,OK Energy FC II,1502 W Danforth Rd,Edmond,Oklahoma,73003,3895,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3895/2133/12
5136,Southwest MO Rush,SW Missouri Rush,2334 E Pythian St.,Springfield,Missouri,65802,3895,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3895/5136/12
3620,FC Tulsa Academy,FC Tulsa Academy,"4931 S. Mingo Road, Suite A",Tulsa,Oklahoma,74146,3895,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3895/3620/12
431,FSA FC,FSA FC,11 Executive Drive,Farmington,Connecticut,06032,3905,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3905/431/12
106,Tulsa SC,Tulsa SC,"1325 East 15th Street, Suite 202",Tulsa,Oklahoma,74120,3895,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3895/106/12
94,Scorpions SC,Scorpions SC,18 Coachman Lane,Auburn,Massachusetts,01501,3905,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3905/94/12
1409,East Coast Surf SC,East Coast Surf SC,45 Cherry Valley Ave,Ny,New York,11552,3905,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3905/1409/12
52,FC Stars,FC Stars,70 McGovern Blvd,,,,3905,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3905/52/12
42,East Meadow SC,East Meadow SC,1836 Newbridge Rd,North Bellmore,New York,11710,3905,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3905/42/12
116,World Class FC,World Class FC,175 Old Orangeburg Road,Orangeburg,New York,10962,3905,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3905/116/12
31,Connecticut FC,Connecticut FC United,667 Amity Road,Bethany,Connecticut,06524,3905,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3905/31/12
4370,AC Connecticut,AC Connecticut,153 S Main St,Newtown,Connecticut,06470,3905,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3905/4370/12
9,SUSA FC,SUSA FC,271 Carleton Avenue,Central Islip,New York,11722,3905,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3905/9/12
2937,Oregon Premier FC,Oregon Premier,19995 SW Stafford Road Suite C,West Linn,Oregon,97068,3893,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3893/2937/12
518,Manhattan Soccer Club,Manhattan SC,New York City,New York,New York,10025,3905,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3905/518/12
4344,Portland City United,Portland City United,426 NE 12th Ave,Portland,Oregon,97232,3893,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3893/4344/12
2536,United PDX,United PDX,10831 SW Cascade Ave.,Tigard,Oregon,97223,3893,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3893/2536/12
2554,Eastside Timbers,Eastside Timbers,12402 SE Jennifer St #190,Clackamas,Oregon,97015,3893,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3893/2554/12
4330,Eugene Metro FC,Eugene Metro FC,235 West 5th Avenue,Eugene,Oregon,97401,3893,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3893/4330/12
603,FC Portland,FC Portland,"1925 NE Stucki Ave, suite 130",Portland,Oregon,97006,3893,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3893/603/12
1813,Idaho Rush SC,Idaho Rush,270 South Orchard,Boise,Idaho,83705,3893,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3893/1813/12
3956,Capital Futbol Club,Capital FC,5201 State St.,Salem,Oregon,97317,3893,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3893/3956/12
2419,Bloomingdale Lightning FC,Bloomingdale Lightning FC,3623 Waterscape Terrace,Elgin,Illinois,60124,3892,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3892/2419/12
1255,FC 1974 Libertyville,FC 1974 Libertyville,30080 Technology Way,Libertyville,Illinois,60048,3892,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3892/1255/12
51,Boise Timbers | Thorns FC,Boise Timbers FC,3924 E Lake Hazel Rd,Meridian,Idaho,83642,3893,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3893/51/12
4324,Elkhart County United,Northern Indiana Express,700 Riverview Ave,Elkhart,Indiana,46516,3892,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3892/4324/12
4326,Force,Force,891 IL-176,Crystal Lake,Illinois,60014,3892,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3892/4326/12
2476,Chicago City SC,Chicago City SC,1414 w irving park rd,Chicago,Illinois,60613,3892,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3892/2476/12
3153,Chicago Soccer Academy,Chicago Soccer Academy,3 South 2nd St,St Charles,Illinois,60175,3892,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3892/3153/12
3405,Pipeline SC,Pipeline SC,P.O.Box 10126,Baldwin,Maryland,21013,3907,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3907/3405/12
5009,Roadrunners SC,Roadrunners SC,"900 Ogden Ave., Suite 270",Downers Grove,Illinois,60515,3892,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3892/5009/12
1940,Potomac Soccer Association,Potomac SA,13202 Executive Park Drive,Germantown,Maryland,20874,3907,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3907/1940/12
79,Penn Fusion SA,Penn Fusion SA,901 South Bolmar Street Suite P,West Chester,Pennsylvania,19382,3907,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3907/79/12
598,FC DELCO,FC DELCO,1950 Butler Pike #266,Conshohocken,Pennsylvania,19428,3907,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3907/598/12
46,HEX FC,HEX FC Keystone,601 Buttonwood Lane,Perkasie,Pennsylvania,18944,3907,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3907/46/12
451,Lehigh Valley United Rush,LVU Rush,1344 N Sherman St,Allentown,Pennsylvania,18109,3907,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3907/451/12
419,Maryland United FC,Maryland United FC,220 Prince George's Blvd,Upper Marlboro,Maryland,20774,3907,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3907/419/12
494,Baltimore Celtic Soccer Club,Baltimore Celtic,602 Weller Drive,Mount Airy,Maryland,21771,3907,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3907/494/12
1345,Philadelphia Ukrainian Nationals,Philadelphia Ukrainian Nationals,1 Lower State Road,North Wales,Pennsylvania,19454,3907,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3907/1345/12
2701,Delaware FC,Delaware FC,740 Evanson Road,Hockessin,Delaware,19707,3907,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3907/2701/12
4355,SJEB FC,SJEB FC,c/o 67 Pheasant Drive,Southampton,Pennsylvania,18966,3907,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3907/4355/12
4338,PSA Monmouth,PSA Monmouth,16 Hanover Ave,Randolph,New Jersey,07869,3907,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3907/4338/12
64,Match Fit Academy,Match Fit Surf,", New Jersey",,,,3907,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3907/64/12
5109,FC Fresno Academy,FC Fresno Academy,.,,,,3906,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3906/5109/12
4582,Central Valley Futbol Academy,CV Futbol Academy,4545 N Kilroy Rd,Turlock,California,95307,3906,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3906/4582/12
3989,Folsom Lake Surf,Folsom Lake Surf,"2230 East Bidwell Street, Suite 200",Folsom,California,95630,3906,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3906/3989/12
1249,Clovis Crossfire,Clovis Crossfire,50 W. Bullard Ave #109,Clovis,California,93612,3906,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3906/1249/12
4659,JSC Soccer Club,JSC Soccer Club,1,Redwood City,California,99999,3906,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3906/4659/12
3068,Livermore Fusion SC,Livermore Fusion SC,1976 Fourth St,Livermore,California,94550,3906,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3906/3068/12
2482,Stanford Strikers FC,Stanford Strikers FC,PO Box 7417,Menlo Park,California,94025,3906,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3906/2482/12
3252,SF United FC,SF United FC,1728 Ocean Ave Box #203,San Francisco,California,94112,3906,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3906/3252/12
5114,South Valley Chivas Academy,South Valley Chivas,1425 LaVida Ln,Porterville,California,93257,3906,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3906/5114/12
4544,East Bay United,East Bay United,"312 Clay Street, Suite 300",Oakland,California,94607,3906,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3906/4544/12
4403,Eastshore Alliance FC,Eastshore Alliance FC,748 Gilman St.,Berkeley,California,94710,3906,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3906/4403/12
2748,Sheriffs Futbol Club,Sheriffs FC,748 Sunset Blvd,Hayward,California,94541,3906,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3906/2748/12
5322,San Jose Rush,San Jose Rush,3277 S. White Rd #963,"San Jose,",California,95148,3906,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3906/5322/12
1721,South Valley United,South Valley United,707 W Murry Ave,Visalia,California,93277,3906,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3906/1721/12
2850,San Ramon FC,San Ramon FC,PO Box 1135,San Ramon,California,94583,3906,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3906/2850/12
380,Carolina Elite Soccer Academy,CESA Triumph,18 Boland Court,Greenville,South Carolina,29615,3912,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3912/380/12
3983,Walnut Creek Surf,Walnut Creek Surf,2658 Shadelands Dr,Walnut Creek,California,94598,3906,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3906/3983/12
4067,East County Revolution FC,Revolution FC,415 Beatrice Ct D,Brentwood,California,94513,3906,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3906/4067/12
1649,Union Sacramento FC,Union Sacramento FC,8801 Folsom Blvd #161,Sacramento,California,95826,3906,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3906/1649/12
30,Concorde Fire,Concorde Fire Premier,5881 Glenridge Drive Suite 210,Atlanta,Georgia,30328,3912,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3912/30/12
3407,United Futbol Academy,United Futbol Academy,"Cumming, Georgia 30040",Cumming,Georgia,30040,3912,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3912/3407/12
329,NTH NASA,NTH NASA,4645 Paper Mill Road,Marietta,Georgia,30067,3912,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3912/329/12
1689,South Carolina United,South Carolina United,P.O. Box 2082,Columbia,South Carolina,29202,3912,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3912/1689/12
3644,South Carolina Surf,South Carolina Surf,1002 Anna Knapp Blvd,Mt. Pleasant,South Carolina,29464,3912,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3912/3644/12
14,Atlanta Fire United,Atlanta Fire United,P.O. Box 296,Duluth,Georgia,30096,3912,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3912/14/12
4551,Northwest United FC,Northwest United FC,PO Box 2120,Mount Vernon,Washington,98273,3910,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3910/4551/12
2331,Pacific Northwest SC,PacNW SC,"100 Andover Pk W,Suite 150 - Box 187",Tukwila,Washington,98188,3910,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3910/2331/12
398,Eastside FC,Eastside FC,8158 304th Ave. SE,Issaquah,Washington,98027,3910,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3910/398/12
1643,Seattle United,Seattle United,301 NE 100th St. #102,Seattle,Washington,98125,3910,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3910/1643/12
4333,Central Washington Sounders,Central Washington Sounders,P.O. Box 1352,Selah,Washington,98942,3910,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3910/4333/12
112,Washington Premier,Washington Premier,"1416 East Main, Suite C",Puyallup,Washington,98372,3910,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3910/112/12
4153,Wenatchee FC Youth,Wenatchee FC,PO Box 2143,Wenatchee,Washington,98807,3910,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3910/4153/12
2544,Spokane Shadow,Spokane Shadow,P.O. Box 4786,Spokane,Washington,99220,3910,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3910/2544/12
4568,Orlando Soccer School Lake Nona,Orlando City Lake Nona,12314 Suttner Ave,Orlando,Florida,32827,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/4568/12
5158,FC America,FC America,825 Courtland St,Orlando,Florida,32804,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/5158/12
2731,Florida Premier FC,FL Premier FC Gold,13553 FL-54,Odessa,Florida,33556,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/2731/12
4317,Sporting Club Tallahassee,Sporting Club Tallahassee,PO Box 15229,Tallahassee,Florida,32317,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/4317/12
1353,Sporting Jax Soccer Academy,Sporting Jax,112 Bartram Oaks Walk #600308,St Johns,Florida,32260,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/1353/12
3303,South Orlando Soccer Club,South Orlando Soccer Club,4409 Hoffner Ave #122,Orlando,Florida,32812,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/3303/12
379,Florida Kraze Krush,Florida Kraze,1073 Willa Springs Dr  #1049,Winter Springs,Florida,32708,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/379/12
1919,Space Coast United,Space Coast United,P.O. Box 410301,Melbourne,Florida,32941,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/1919/12
2237,Doral Soccer Club,Doral Soccer Club,5300 NW 102nd Ave,Doral,Florida,33178,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/2237/12
4566,Springs SC,Springs SC,5944 Coral Springs Drive #523,Coral Springs,Florida,33076,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/4566/12
