club_id,club_name_official,club_name_scraped,address_line1,city,state,zip,event_id,league_name,api_url
3486,FC Wichita,FC Wichita,2999 N. Greenwich Rd,Wichita,Kansas,67226,3878,ECNL,https://api.athleteone.com/api/Script/get-club-info/3878/3486/12
3723,VSA Rush,VSA Rush,"209 E 1st Street, Suite 160",Ankeny,Iowa,50021,3878,ECNL,https://api.athleteone.com/api/Script/get-club-info/3878/3723/12
373,Gretna Elite Academy,Gretna Elite Academy,10550 South 222nd Street,Gretna,Nebraska,68028,3878,ECNL,https://api.athleteone.com/api/Script/get-club-info/3878/373/12
3480,Union KC,Union KC,"8101 College Blvd, Ste 100",Overland Park,Kansas,66210,3878,ECNL,https://api.athleteone.com/api/Script/get-club-info/3878/3480/12
1730,Missouri Rush,Missouri Rush,901 Caledonia Dr.,O'Fallon,Missouri,63368,3878,ECNL,https://api.athleteone.com/api/Script/get-club-info/3878/1730/12
525,Arlington Soccer,Arlington Soccer,140 S Wise St,Arlington,Virginia,22204,3880,ECNL,https://api.athleteone.com/api/Script/get-club-info/3880/525/12
2330,Kansas City Athletics,Kansas City Athletics,9001 W. 67th,Merriam,Kansas,66202,3878,ECNL,https://api.athleteone.com/api/Script/get-club-info/3878/2330/12
1726,Sporting Nebraska Football Club,Sporting Nebraska FC,14706 Giles Rd,Omaha,Nebraska,68138,3878,ECNL,https://api.athleteone.com/api/Script/get-club-info/3878/1726/12
2181,Wilmington Hammerheads Youth FC,Wilmington Hammerheads,404 N 3rd St Ste 204,Wilmington,North Carolina,28405,3880,ECNL,https://api.athleteone.com/api/Script/get-club-info/3880/2181/12
22,NCFC Youth,NCFC Youth Academy,"3150 Spring Forest Road, Suite 116",Raleigh,North Carolina,27616,3880,ECNL,https://api.athleteone.com/api/Script/get-club-info/3880/22/12
3696,Kansas Rush,Kansas Rush,623 N. Lindenwood,Olathe,Kansas,66062,3878,ECNL,https://api.athleteone.com/api/Script/get-club-info/3878/3696/12
71,NC Fusion,NC Fusion,428 Twins Way,Bermuda Run,North Carolina,27006,3880,ECNL,https://api.athleteone.com/api/Script/get-club-info/3880/71/12
3739,Skyline Elite,Skyline Elite,1685 Polo Grounds Rd,Charlottesville,Virginia,22911,3880,ECNL,https://api.athleteone.com/api/Script/get-club-info/3880/3739/12
26,Charlotte SA,Charlotte SA Academy,13333 Dorman Rd,Pineville,North Carolina,28134,3880,ECNL,https://api.athleteone.com/api/Script/get-club-info/3880/26/12
628,Beach FC  (VA),Beach FC (VA),3052 Buckner Blvd.,Virginia Beach,Virginia,23453,3880,ECNL,https://api.athleteone.com/api/Script/get-club-info/3880/628/12
417,Richmond United,Richmond United,"4202 Park Place Court, Suite D",Glen Allen,Virginia,23060,3880,ECNL,https://api.athleteone.com/api/Script/get-club-info/3880/417/12
4603,Fairfax Virginia Union,Fairfax Virginia Union,"311 Maple Avenue, Unit D",Vienna,Virginia,22180,3880,ECNL,https://api.athleteone.com/api/Script/get-club-info/3880/4603/12
4012,Highland FC,Highland FC,PO Box 895,Asheville,North Carolina,28802-0895,3880,ECNL,https://api.athleteone.com/api/Script/get-club-info/3880/4012/12
2937,Oregon Premier FC,Oregon Premier,19995 SW Stafford Road Suite C,West Linn,Oregon,97068,3876,ECNL,https://api.athleteone.com/api/Script/get-club-info/3876/2937/12
603,FC Portland,FC Portland,"1925 NE Stucki Ave, suite 130",Portland,Oregon,97006,3876,ECNL,https://api.athleteone.com/api/Script/get-club-info/3876/603/12
2536,United PDX,United PDX,10831 SW Cascade Ave.,Tigard,Oregon,97223,3876,ECNL,https://api.athleteone.com/api/Script/get-club-info/3876/2536/12
1813,Idaho Rush SC,Idaho Rush,270 South Orchard,Boise,Idaho,83705,3876,ECNL,https://api.athleteone.com/api/Script/get-club-info/3876/1813/12
51,Boise Timbers | Thorns FC,Boise Timbers FC,3924 E Lake Hazel Rd,Meridian,Idaho,83642,3876,ECNL,https://api.athleteone.com/api/Script/get-club-info/3876/51/12
3956,Capital Futbol Club,Capital FC,5201 State St.,Salem,Oregon,97317,3876,ECNL,https://api.athleteone.com/api/Script/get-club-info/3876/3956/12
4330,Eugene Metro FC,Eugene Metro FC,235 West 5th Avenue,Eugene,Oregon,97401,3876,ECNL,https://api.athleteone.com/api/Script/get-club-info/3876/4330/12
379,Florida Kraze Krush,Florida Kraze,1073 Willa Springs Dr  #1049,Winter Springs,Florida,32708,3877,ECNL,https://api.athleteone.com/api/Script/get-club-info/3877/379/12
1353,Sporting Jax Soccer Academy,Sporting Jax,112 Bartram Oaks Walk #600308,St Johns,Florida,32260,3877,ECNL,https://api.athleteone.com/api/Script/get-club-info/3877/1353/12
3387,Parkland Soccer Club,Parkland SC,5944 Coral Ridge Dr #216,Coral Springs,Florida,33076,3877,ECNL,https://api.athleteone.com/api/Script/get-club-info/3877/3387/12
1925,Fort Lauderdale United FC,Fort Lauderdale United FC,3801 SW 76th Ave,Davie,Florida,33328,3877,ECNL,https://api.athleteone.com/api/Script/get-club-info/3877/1925/12
3109,Palm Beach United,Palm Beach United,4029 Johnson Dairy Rd,Palm Beach Gardens,Florida,33410,3877,ECNL,https://api.athleteone.com/api/Script/get-club-info/3877/3109/12
1919,Space Coast United,Space Coast United,P.O. Box 410301,Melbourne,Florida,32941,3877,ECNL,https://api.athleteone.com/api/Script/get-club-info/3877/1919/12
2731,Florida Premier FC,Florida Premier FC,13553 FL-54,Odessa,Florida,33556,3877,ECNL,https://api.athleteone.com/api/Script/get-club-info/3877/2731/12
2237,Doral Soccer Club,Doral Soccer Club,5300 NW 102nd Ave,Doral,Florida,33178,3877,ECNL,https://api.athleteone.com/api/Script/get-club-info/3877/2237/12
3384,Florida West FC,Florida West FC,11500 Fenway South Drive,Fort Myers,Florida,33913,3877,ECNL,https://api.athleteone.com/api/Script/get-club-info/3877/3384/12
2329,FC Prime,FC Prime,"4577 N Nob Hill Road, Suite 101",Sunrise,Florida,33351,3877,ECNL,https://api.athleteone.com/api/Script/get-club-info/3877/2329/12
86,SDSC Surf,SDSC Surf,11305 Rancho Bernardo Rd Suite 101,San Diego,California,92127,3889,ECNL,https://api.athleteone.com/api/Script/get-club-info/3889/86/12
87,San Diego Surf,San Diego Surf,2683 VIa De La Valle Suite G-425,San Diego,California,92014,3889,ECNL,https://api.athleteone.com/api/Script/get-club-info/3889/87/12
82,LAFC So Cal,LAFC So Cal,6430 Variel Ave. Suite #103,Woodland Hills,California,91367,3889,ECNL,https://api.athleteone.com/api/Script/get-club-info/3889/82/12
186,Pateadores,Pateadores,151 Kalmus Dr. Suite F-5,Costa Mesa,California,92626,3889,ECNL,https://api.athleteone.com/api/Script/get-club-info/3889/186/12
13,Sporting CA USA,Sporting CA USA,350 S. Milliken Ave. Suite J,Ontario,California,91761,3889,ECNL,https://api.athleteone.com/api/Script/get-club-info/3889/13/12
61,Legends FC,Legends FC,"5555 Hamner Ave, Norco, CA 92680",Eastvale,California,92880,3889,ECNL,https://api.athleteone.com/api/Script/get-club-info/3889/61/12
113,West Coast FC,West Coast FC,PO Box 799,San Juan Capistrano,California,92693,3889,ECNL,https://api.athleteone.com/api/Script/get-club-info/3889/113/12
300,Rebels SC,Rebels SC,PO BOX 212649,Chula Vista,California,91921,3889,ECNL,https://api.athleteone.com/api/Script/get-club-info/3889/300/12
2289,LA Breakers FC,LA Breakers FC,"12100 WILSHIRE BLVD, 8TH FLOOR",Los Angeles,California,90025,3889,ECNL,https://api.athleteone.com/api/Script/get-club-info/3889/2289/12
101,Solar Soccer Club,Solar SC Academy,107 Sun Creek Drive Suite 300,Allen,Texas,75013,4139,ECNL,https://api.athleteone.com/api/Script/get-club-info/4139/101/12
57,Las Vegas Heat Surf SC,LV Heat Surf,149 N Gibson Rd suite i,Henderson,Nevada,89014,3889,ECNL,https://api.athleteone.com/api/Script/get-club-info/3889/57/12
1771,BVB International Academy,BVBIA,1830 Legends Trail,Carrollton,Texas,75006,4139,ECNL,https://api.athleteone.com/api/Script/get-club-info/4139/1771/12
39,Legends FC SD (DMCV),Legends FC San Diego,10505 Sorrento Valley Rd Ste.150,San Diego,California,92121,3889,ECNL,https://api.athleteone.com/api/Script/get-club-info/3889/39/12
16,Beach FC  (CA),Beach FC (CA),PO Box 10098,Torrance,California,90505,3889,ECNL,https://api.athleteone.com/api/Script/get-club-info/3889/16/12
37,Dallas Texans,Dallas Texans,2013 Wing Point Lane,Dallas,Texas,75093,4139,ECNL,https://api.athleteone.com/api/Script/get-club-info/4139/37/12
96,SLAMMERS FC,SLAMMERS FC,2618 San Miguel Dr #120,Newport Beach,California,92626,3889,ECNL,https://api.athleteone.com/api/Script/get-club-info/3889/96/12
47,FC Dallas Youth,FC Dallas Red,"9200 World Cup Way, Ste 202",Dallas,Texas,75033,4139,ECNL,https://api.athleteone.com/api/Script/get-club-info/4139/47/12
106,Tulsa SC,Tulsa SC,"1325 East 15th Street, Suite 202",Tulsa,Oklahoma,74120,4139,ECNL,https://api.athleteone.com/api/Script/get-club-info/4139/106/12
2133,Oklahoma Energy FC,OK Energy FC,1502 W Danforth Rd,Edmond,Oklahoma,73003,4139,ECNL,https://api.athleteone.com/api/Script/get-club-info/4139/2133/12
10,Albion Hurricanes FC,Albion Hurricanes FC,3911 Campbell Road,Houston,Texas,77080,4139,ECNL,https://api.athleteone.com/api/Script/get-club-info/4139/10/12
1772,RISE SC,RISE SC,2617-C W. Holcombe Blvd. #121,Houston,Texas,77025,4139,ECNL,https://api.athleteone.com/api/Script/get-club-info/4139/1772/12
35,DKSC,DKSC,2241 Valwood Parkway # 100,Farmers Branch,Texas,75234,4139,ECNL,https://api.athleteone.com/api/Script/get-club-info/4139/35/12
29,Colorado Rapids,Colorado Rapids,111 N Havana St,Aurora,Colorado,80010,4139,ECNL,https://api.athleteone.com/api/Script/get-club-info/4139/29/12
62,Lonestar Soccer Club,Lonestar Soccer Club Black,12325 Hymeadow Dr #1-200,Austin,Texas,78750,4139,ECNL,https://api.athleteone.com/api/Script/get-club-info/4139/62/12
81,Real Colorado,Real Colorado Academy,8200 S Akron St. #122,Centennial,Colorado,80112,4139,ECNL,https://api.athleteone.com/api/Script/get-club-info/4139/81/12
4304,San Antonio FC,SAFC,5106 DAVID EDWARDS DR,San Antonio,Texas,78207,4139,ECNL,https://api.athleteone.com/api/Script/get-club-info/4139/4304/12
3234,FC Westlake,FC Westlake,PO Box 162104,Austin,Texas,78716,4139,ECNL,https://api.athleteone.com/api/Script/get-club-info/4139/3234/12
37,Dallas Texans,Dallas Texans Academy,2013 Wing Point Lane,Dallas,Texas,75093,3890,ECNL,https://api.athleteone.com/api/Script/get-club-info/3890/37/12
2519,San Antonio City SC,San Antonio City SC,2552 Boardwalk St.,San Antonio,Texas,78217,4139,ECNL,https://api.athleteone.com/api/Script/get-club-info/4139/2519/12
62,Lonestar Soccer Club,Lonestar Soccer Club Red,12325 Hymeadow Dr #1-200,Austin,Texas,78750,3890,ECNL,https://api.athleteone.com/api/Script/get-club-info/3890/62/12
47,FC Dallas Youth,FC Dallas Red,"9200 World Cup Way, Ste 202",Dallas,Texas,75033,3890,ECNL,https://api.athleteone.com/api/Script/get-club-info/3890/47/12
2133,Oklahoma Energy FC,OK Energy FC,1502 W Danforth Rd,Edmond,Oklahoma,73003,3890,ECNL,https://api.athleteone.com/api/Script/get-club-info/3890/2133/12
81,Real Colorado,Real Colorado Academy,8200 S Akron St. #122,Centennial,Colorado,80112,3890,ECNL,https://api.athleteone.com/api/Script/get-club-info/3890/81/12
101,Solar Soccer Club,Solar SC Academy,107 Sun Creek Drive Suite 300,Allen,Texas,75013,3890,ECNL,https://api.athleteone.com/api/Script/get-club-info/3890/101/12
10,Albion Hurricanes FC,Albion Hurricanes FC,3911 Campbell Road,Houston,Texas,77080,3890,ECNL,https://api.athleteone.com/api/Script/get-club-info/3890/10/12
1772,RISE SC,RISE SC,2617-C W. Holcombe Blvd. #121,Houston,Texas,77025,3890,ECNL,https://api.athleteone.com/api/Script/get-club-info/3890/1772/12
3234,FC Westlake,FC Westlake,PO Box 162104,Austin,Texas,78716,3890,ECNL,https://api.athleteone.com/api/Script/get-club-info/3890/3234/12
2519,San Antonio City SC,San Antonio City SC,2552 Boardwalk St.,San Antonio,Texas,78217,3890,ECNL,https://api.athleteone.com/api/Script/get-club-info/3890/2519/12
29,Colorado Rapids,Colorado Rapids,111 N Havana St,Aurora,Colorado,80010,3890,ECNL,https://api.athleteone.com/api/Script/get-club-info/3890/29/12
106,Tulsa SC,Tulsa SC,"1325 East 15th Street, Suite 202",Tulsa,Oklahoma,74120,3890,ECNL,https://api.athleteone.com/api/Script/get-club-info/3890/106/12
1771,BVB International Academy,BVBIA,1830 Legends Trail,Carrollton,Texas,75006,3890,ECNL,https://api.athleteone.com/api/Script/get-club-info/3890/1771/12
4304,San Antonio FC,SAFC,5106 DAVID EDWARDS DR,San Antonio,Texas,78207,3890,ECNL,https://api.athleteone.com/api/Script/get-club-info/3890/4304/12
35,DKSC,DKSC,2241 Valwood Parkway # 100,Farmers Branch,Texas,75234,3890,ECNL,https://api.athleteone.com/api/Script/get-club-info/3890/35/12
294,MVLA Soccer Club,MVLA,"339 South San Antonio RD, Suite 1D",Los Altos,California,94022,3929,ECNL,https://api.athleteone.com/api/Script/get-club-info/3929/294/12
3054,Placer United Soccer Club,Placer United,1091 Tinker Road #300,Rocklin,California,95765,3929,ECNL,https://api.athleteone.com/api/Script/get-club-info/3929/3054/12
69,Mustang SC,Mustang SC,4680 Camino Tassajara,Danville,California,94526,3929,ECNL,https://api.athleteone.com/api/Script/get-club-info/3929/69/12
88,San Juan SC,San Juan SC,"10860 Gold Center Drive, Suite 275",Rancho Cordova,California,95670,3929,ECNL,https://api.athleteone.com/api/Script/get-club-info/3929/88/12
1425,Davis Legacy,Davis Legacy,PO Box 72295,Davis,California,95617,3929,ECNL,https://api.athleteone.com/api/Script/get-club-info/3929/1425/12
3986,Bay Area Surf,Bay Area Surf,1,Bay Area,California,95125,3929,ECNL,https://api.athleteone.com/api/Script/get-club-info/3929/3986/12
1470,California Odyssey SC,COSC,"2525 Alluvial Avenue, Suite 301",Clovis,California,93611,3929,ECNL,https://api.athleteone.com/api/Script/get-club-info/3929/1470/12
80,Pleasanton Rage,Pleasanton RAGE,"173 Spring Street, Suite 100",Pleasanton,California,94566,3929,ECNL,https://api.athleteone.com/api/Script/get-club-info/3929/80/12
91,Santa Rosa United,Santa Rosa United,P.O. Box 12154,Santa Rosa,California,95406,3929,ECNL,https://api.athleteone.com/api/Script/get-club-info/3929/91/12
2510,De Anza Force,De Anza Force,1125 Saratoga Ave,Cupertino,California,95129,3929,ECNL,https://api.athleteone.com/api/Script/get-club-info/3929/2510/12
1585,Marin Football Club,Marin FC,336 Bon Air Center PMB 122,Greenbrae,California,94904,3929,ECNL,https://api.athleteone.com/api/Script/get-club-info/3929/1585/12
116,World Class FC,World Class FC,175 Old Orangeburg Road,Orangeburg,New York,10962,3927,ECNL,https://api.athleteone.com/api/Script/get-club-info/3927/116/12
431,FSA FC,FSA FC,11 Executive Drive,Farmington,Connecticut,06032,3927,ECNL,https://api.athleteone.com/api/Script/get-club-info/3927/431/12
9,SUSA FC,SUSA FC,271 Carleton Avenue,Central Islip,New York,11722,3927,ECNL,https://api.athleteone.com/api/Script/get-club-info/3927/9/12
42,East Meadow SC,East Meadow SC,1836 Newbridge Rd,North Bellmore,New York,11710,3927,ECNL,https://api.athleteone.com/api/Script/get-club-info/3927/42/12
94,Scorpions SC,Scorpions SC,18 Coachman Lane,Auburn,Massachusetts,01501,3927,ECNL,https://api.athleteone.com/api/Script/get-club-info/3927/94/12
52,FC Stars,FC Stars Blue,70 McGovern Blvd,,,,3927,ECNL,https://api.athleteone.com/api/Script/get-club-info/3927/52/12
3476,XF,XF Academy,12530 128th Ln NE,Kirkland,Washington,98034,3930,ECNL,https://api.athleteone.com/api/Script/get-club-info/3930/3476/12
342,Select,Select,55 Recreation Park Drive,Hingham,Massachusetts,02043,3927,ECNL,https://api.athleteone.com/api/Script/get-club-info/3927/342/12
3406,Portland Thorns Academy,Portland Thorns,9784 SW 173rd Avenue,Beaverton,Oregon,97007,3930,ECNL,https://api.athleteone.com/api/Script/get-club-info/3930/3406/12
31,Connecticut FC,Connecticut FC United,667 Amity Road,Bethany,Connecticut,06524,3927,ECNL,https://api.athleteone.com/api/Script/get-club-info/3927/31/12
398,Eastside FC,Eastside FC,8158 304th Ave. SE,Issaquah,Washington,98027,3930,ECNL,https://api.athleteone.com/api/Script/get-club-info/3930/398/12
112,Washington Premier,Washington Premier,"1416 East Main, Suite C",Puyallup,Washington,98372,3930,ECNL,https://api.athleteone.com/api/Script/get-club-info/3930/112/12
107,Utah Avalanche,Utah Avalanche,"c/o 111 South Main Street, #2400",Salt Lake City,Utah,84111,3930,ECNL,https://api.athleteone.com/api/Script/get-club-info/3930/107/12
737,Oregon Surf,Oregon Surf,"8375 SW Beaverton-Hillsdale Hwy, Suite 100",Portland,Oregon,97225,3930,ECNL,https://api.athleteone.com/api/Script/get-club-info/3930/737/12
1643,Seattle United,Seattle United,301 NE 100th St. #102,Seattle,Washington,98125,3930,ECNL,https://api.athleteone.com/api/Script/get-club-info/3930/1643/12
1760,La Roca,La Roca FC,128 E. South Weber Dr.,South Weber,Utah,84405,3930,ECNL,https://api.athleteone.com/api/Script/get-club-info/3930/1760/12
51,Boise Timbers | Thorns FC,Boise Thorns FC,3924 E Lake Hazel Rd,Meridian,Idaho,83642,3930,ECNL,https://api.athleteone.com/api/Script/get-club-info/3930/51/12
2331,Pacific Northwest SC,PacNW SC,"100 Andover Pk W,Suite 150 - Box 187",Tukwila,Washington,98188,3930,ECNL,https://api.athleteone.com/api/Script/get-club-info/3930/2331/12
36,Sting Soccer Club,Sting Black,15000 E Beltwood Parkway,Dallas,Texas,75001,3934,ECNL,https://api.athleteone.com/api/Script/get-club-info/3934/36/12
47,FC Dallas Youth,FC Dallas,"9200 World Cup Way, Ste 202",Dallas,Texas,75033,3934,ECNL,https://api.athleteone.com/api/Script/get-club-info/3934/47/12
81,Real Colorado,Real Colorado National,8200 S Akron St. #122,Centennial,Colorado,80112,3934,ECNL,https://api.athleteone.com/api/Script/get-club-info/3934/81/12
101,Solar Soccer Club,SOLAR SC,107 Sun Creek Drive Suite 300,Allen,Texas,75013,3934,ECNL,https://api.athleteone.com/api/Script/get-club-info/3934/101/12
1690,Sting Austin,Sting Austin,P.O. Box 1404,Pflugerville,Texas,78691-1404,3934,ECNL,https://api.athleteone.com/api/Script/get-club-info/3934/1690/12
2133,Oklahoma Energy FC,OK Energy FC,1502 W Danforth Rd,Edmond,Oklahoma,73003,3934,ECNL,https://api.athleteone.com/api/Script/get-club-info/3934/2133/12
37,Dallas Texans,Dallas Texans,2013 Wing Point Lane,Dallas,Texas,75093,3934,ECNL,https://api.athleteone.com/api/Script/get-club-info/3934/37/12
35,DKSC,DKSC,2241 Valwood Parkway # 100,Farmers Branch,Texas,75234,3934,ECNL,https://api.athleteone.com/api/Script/get-club-info/3934/35/12
28,Colorado Rush,Colorado Rush Academy Blue,3443 S Galena St Suite 130,,,,3934,ECNL,https://api.athleteone.com/api/Script/get-club-info/3934/28/12
3587,West Side Alliance,West Side Alliance,5214 Greenan Drive,Sand Springs,Oklahoma,74063,3934,ECNL,https://api.athleteone.com/api/Script/get-club-info/3934/3587/12
10,Albion Hurricanes FC,Albion Hurricanes FC,3911 Campbell Road,Houston,Texas,77080,3934,ECNL,https://api.athleteone.com/api/Script/get-club-info/3934/10/12
25,Challenge Soccer Club,Challenge SC,16949 N Eldridge pkwy #770-203,Tomball,Texas,77377,3934,ECNL,https://api.athleteone.com/api/Script/get-club-info/3934/25/12
1375,Classics Elite Soccer Academy,Classics Elite,11600 Starcrest Dr,San Antonio,Texas,78247,3934,ECNL,https://api.athleteone.com/api/Script/get-club-info/3934/1375/12
87,San Diego Surf,San Diego Surf,2683 VIa De La Valle Suite G-425,San Diego,California,92014,3933,ECNL,https://api.athleteone.com/api/Script/get-club-info/3933/87/12
29,Colorado Rapids,Colorado Rapids,111 N Havana St,Aurora,Colorado,80010,3934,ECNL,https://api.athleteone.com/api/Script/get-club-info/3934/29/12
61,Legends FC,Legends FC,"5555 Hamner Ave, Norco, CA 92680",Eastvale,California,92880,3933,ECNL,https://api.athleteone.com/api/Script/get-club-info/3933/61/12
1656,Slammers FC HB Koge,Slammers FC HB Koge,"245 Fischer Avenue, Unit C2",Costa Mesa,California,92626,3933,ECNL,https://api.athleteone.com/api/Script/get-club-info/3933/1656/12
96,SLAMMERS FC,SLAMMERS FC,2618 San Miguel Dr #120,Newport Beach,California,92626,3933,ECNL,https://api.athleteone.com/api/Script/get-club-info/3933/96/12
16,Beach FC  (CA),Beach FC (CA),PO Box 10098,Torrance,California,90505,3933,ECNL,https://api.athleteone.com/api/Script/get-club-info/3933/16/12
82,LAFC So Cal,LAFC So Cal,6430 Variel Ave. Suite #103,Woodland Hills,California,91367,3933,ECNL,https://api.athleteone.com/api/Script/get-club-info/3933/82/12
98,So Cal Blues SC,So Cal Blues,"26081 Merit Circle, Suite 118",Laguna Hills,California,92653,3933,ECNL,https://api.athleteone.com/api/Script/get-club-info/3933/98/12
39,Legends FC SD (DMCV),Legends FC San Diego,10505 Sorrento Valley Rd Ste.150,San Diego,California,92121,3933,ECNL,https://api.athleteone.com/api/Script/get-club-info/3933/39/12
3716,Utah Royals FC,Utah Royals FC-AZ,5731 E. Indian School Road,Phoenix,Arizona,85018,3933,ECNL,https://api.athleteone.com/api/Script/get-club-info/3933/3716/12
2289,LA Breakers FC,LA Breakers FC,"12100 WILSHIRE BLVD, 8TH FLOOR",Los Angeles,California,90025,3933,ECNL,https://api.athleteone.com/api/Script/get-club-info/3933/2289/12
300,Rebels SC,Rebels SC,PO BOX 212649,Chula Vista,California,91921,3933,ECNL,https://api.athleteone.com/api/Script/get-club-info/3933/300/12
57,Las Vegas Heat Surf SC,LV Heat Surf,149 N Gibson Rd suite i,Henderson,Nevada,89014,3933,ECNL,https://api.athleteone.com/api/Script/get-club-info/3933/57/12
13,Sporting CA USA,Sporting CA USA,350 S. Milliken Ave. Suite J,Ontario,California,91761,3933,ECNL,https://api.athleteone.com/api/Script/get-club-info/3933/13/12
41,Eagles Soccer Club,Eagles SC,7261 Los Coyotes Place,Camarillo,California,93012,3933,ECNL,https://api.athleteone.com/api/Script/get-club-info/3933/41/12
186,Pateadores,Pateadores,151 Kalmus Dr. Suite F-5,Costa Mesa,California,92626,3933,ECNL,https://api.athleteone.com/api/Script/get-club-info/3933/186/12
1141,Phoenix Rising FC,Phoenix Rising,9035 East Pima Center Parkway Suite 10,Scottsdale,Arizona,85258,3933,ECNL,https://api.athleteone.com/api/Script/get-club-info/3933/1141/12
2731,Florida Premier FC,Florida Premier FC,13553 FL-54,Odessa,Florida,33556,3932,ECNL,https://api.athleteone.com/api/Script/get-club-info/3932/2731/12
379,Florida Kraze Krush,Florida Krush,1073 Willa Springs Dr  #1049,Winter Springs,Florida,32708,3932,ECNL,https://api.athleteone.com/api/Script/get-club-info/3932/379/12
30,Concorde Fire,Concorde Fire Platinum,5881 Glenridge Drive Suite 210,Atlanta,Georgia,30328,3932,ECNL,https://api.athleteone.com/api/Script/get-club-info/3932/30/12
592,AZ Arsenal,Arizona Arsenal,2320 East Baseline Rd Suite 148-497,Phoenix,Arizona,85042,3933,ECNL,https://api.athleteone.com/api/Script/get-club-info/3933/592/12
3407,United Futbol Academy,United Futbol Academy,"Cumming, Georgia 30040",Cumming,Georgia,30040,3932,ECNL,https://api.athleteone.com/api/Script/get-club-info/3932/3407/12
2329,FC Prime,FC Prime,"4577 N Nob Hill Road, Suite 101",Sunrise,Florida,33351,3932,ECNL,https://api.athleteone.com/api/Script/get-club-info/3932/2329/12
1353,Sporting Jax Soccer Academy,Sporting Jax,112 Bartram Oaks Walk #600308,St Johns,Florida,32260,3932,ECNL,https://api.athleteone.com/api/Script/get-club-info/3932/1353/12
18,Alabama FC,Alabama FC,3576 East Street,Birmingham,Alabama,35243,3932,ECNL,https://api.athleteone.com/api/Script/get-club-info/3932/18/12
1689,South Carolina United,South Carolina United,P.O. Box 2082,Columbia,South Carolina,29202,3932,ECNL,https://api.athleteone.com/api/Script/get-club-info/3932/1689/12
14,Atlanta Fire United,Atlanta Fire United,P.O. Box 296,Duluth,Georgia,30096,3932,ECNL,https://api.athleteone.com/api/Script/get-club-info/3932/14/12
990,Jacksonville FC,Jacksonville FC,2850 Hodges Boulevard,Jacksonville,Florida,32224,3932,ECNL,https://api.athleteone.com/api/Script/get-club-info/3932/990/12
77,Orlando City Youth Soccer,Orlando Pride,1900 Seminole Soccer Loop,Sanford,Florida,32771,3932,ECNL,https://api.athleteone.com/api/Script/get-club-info/3932/77/12
380,Carolina Elite Soccer Academy,CESA Liberty,18 Boland Court,Greenville,South Carolina,29615,3932,ECNL,https://api.athleteone.com/api/Script/get-club-info/3932/380/12
3384,Florida West FC,Florida West FC,11500 Fenway South Drive,Fort Myers,Florida,33913,3932,ECNL,https://api.athleteone.com/api/Script/get-club-info/3932/3384/12
874,Tampa Bay United,Tampa Bay United,PO Box 272051,Tampa,Florida,33688,3932,ECNL,https://api.athleteone.com/api/Script/get-club-info/3932/874/12
538,Pittsburgh Riverhounds,Pittsburgh Riverhounds,510 West Station Square Drive,Pittsburgh,Pennsylvania,15219,3931,ECNL,https://api.athleteone.com/api/Script/get-club-info/3931/538/12
437,Ohio Premier,Ohio Premier,PO Box 56,Dublin,Ohio,43017,3931,ECNL,https://api.athleteone.com/api/Script/get-club-info/3931/437/12
343,WNY Flash,WNY Flash,6831 Seneca Street,Elma,New York,14059,3931,ECNL,https://api.athleteone.com/api/Script/get-club-info/3931/343/12
58,Internationals SC,Internationals SC,313 Medina Road,Medina,Ohio,44256,3931,ECNL,https://api.athleteone.com/api/Script/get-club-info/3931/58/12
1354,Tennessee Soccer Club,Tennessee SC,113 Seaboard Lane. Suite C110,Franklin,Tennessee,37067,3931,ECNL,https://api.athleteone.com/api/Script/get-club-info/3931/1354/12
75,Ohio Elite SA,Ohio Elite SA,256 East Sharon Road,Cincinnati,Ohio,45246,3931,ECNL,https://api.athleteone.com/api/Script/get-club-info/3931/75/12
436,Indy Eleven Academy,Indy Eleven Pro Academy,PO Box 346,Westfield,Indiana,46074,3931,ECNL,https://api.athleteone.com/api/Script/get-club-info/3931/436/12
4008,GTFC Impact,GTFC Impact,215 W. 7th St.,Perrysburg,Ohio,43551,3931,ECNL,https://api.athleteone.com/api/Script/get-club-info/3931/4008/12
1501,FC Pride,FC Pride Elite,11960 E 62nd Street,Indianapolis,Indiana,46235,3931,ECNL,https://api.athleteone.com/api/Script/get-club-info/3931/1501/12
3478,Cleveland Force SC,Cleveland Force SC,26555 Richmond Road,Bedford Heights,Ohio,44146,3931,ECNL,https://api.athleteone.com/api/Script/get-club-info/3931/3478/12
64,Match Fit Academy,Match Fit Surf,", New Jersey",,,,3928,ECNL,https://api.athleteone.com/api/Script/get-club-info/3928/64/12
2357,PDA Blue (North),PDA Blue,1 Upper Pond Rd,Somerset,New Jersey,08873,3928,ECNL,https://api.athleteone.com/api/Script/get-club-info/3928/2357/12
598,FC DELCO,FC DELCO,1950 Butler Pike #266,Conshohocken,Pennsylvania,19428,3928,ECNL,https://api.athleteone.com/api/Script/get-club-info/3928/598/12
3408,Racing Louisville Academy,Racing Louisville Academy,801 Edith Rd.,Louisville,Kentucky,40206,3931,ECNL,https://api.athleteone.com/api/Script/get-club-info/3931/3408/12
3313,PDA White (Shore),PDA White,21 longleaf Dr,Hamilton,New Jersey,08690,3928,ECNL,https://api.athleteone.com/api/Script/get-club-info/3928/3313/12
